품목코드,품목명,평균수주단가,Column 4
,,,
1.#JE+00,가쓰오다시국물900ml,,
11501122,조미액-갈릭라이스3kg,,
11501131,조미유-쉐프솔루션베이스볶음밥(시즌),,
1BA03294,새우명란볶음밥,718,
1BA03295,게살장볶음밥,582.5,
1BA03296,강원나물밥H,9429.4117647,
1BA03297,비비고새우볶음밥(홈플),858.03125,
1BA03298,비비고닭가슴살볶음밥(홈플),813,
1BA03299,날치알이톡톡터지는알밥(알밥),,
1BA03300,쟌슨빌소시지볶음밥(알밥),,
1BA03301,비비고불고기비빔밥/알밥(롯데),,
1BA03302,비비고새우볶음밥/알밥(롯데),,
1BA03303,셰프리볶음밥,2767,
1BA03304,마음심은장조림볶음밥,437.5,
1BA03305,마음심은곱창깍두기볶음밥,487.5,
1BA03306,마음심은갈릭버터새우볶음밥,437.5,
1BA03307,마음심은불고기볶음밥,487.5,
1BA03308,타이풍볶음밥E,2735.6521739,
1BA03309,짬뽕볶음밥E,1673.8888889,
1BA03310,쟌슨빌소시지볶음밥(미니팩),1443.5779817,
1BA03312,춘천닭갈비볶음밥3kg,3226.6666667,
1BA03315,위즈메택불고기맛볶음밥,2880,
1BA03316,위즈메택김치볶음밥,2777.1428571,
1BA03317,위즈메택새우볶음밥,3690.9090909,
1BA03318,문어베이스밥,3320,
1BA03319,하남돼지집김치볶음밥,11440,
1BA03320,흑미밥-S(3KG),3608,
1BA03321,치즈불닭볶음밥,6518.6594203,
1BA03322,게살새우볶음밥,6430.7142857,
1BA03323,해물철판볶음밥,6025.3168395,
1BA03324,요리하다해물철판볶음밥750g,3878.7878788,
1BA03325,비비고강된장보리비빔밥(감자보리밥)(알밥),,
1BA03331,AAF게살새우볶음밥/스탠딩파우치,1067.9166667,
1BA03333,AAF치즈불고기볶음밥/스탠딩파우치,1366.5853659,
1BA03339,굿프랜즈치즈불고기볶음밥,1025.92,
1BA03340,오삼불고기볶음밥(시아스),1433.1118421,
1BA03341,짬뽕볶음밥(시아스),963.05548926,
1BA03342,장조림버터밥(롯데),1214.2288984,
1BA03343,병아리콩잡곡밥(도시락용),31.781489362,
1BA03345,퀴노아렌틸콩잡곡밥(도시락용),131.04347826,
1BA03347,탄두리치킨볶음밥(도시락용),0,
1BA03348,불곱창깍두기볶음밥-M,4680,
1BA03349,담두낙지볶음밥,1111.5,
1BA03350,담두새우볶음밥,1020,
1BA03351,담두햄야채볶음밥,775.2,
1BA03352,담두김치볶음밥,952.38095238,
1BA03358,베이스밥-S,0,
1BA03364,NEW비비고새우볶음밥/알밥(롯데),,
1BA03365,NEW비비고새우볶음밥210g(알밥),,
1BA03366,NEW비비고새우볶음밥(홈플),858,
1BA03367,보리리조또베이스E,2680,
1BA03368,치즈스테이크볶음밥,1562.9589041,
1BA03369,팔도산채나물밥(알밥),,
1BA03370,팔도야채볶음밥(알밥),,
1BA03371,비비고닭갈비볶음밥(알밥),,
1BA03372,볶음밥베이스E,1803.7190083,
1BA03373,비비고햄야채볶음밥200g(알밥),,
1BA03374,비비고소고기볶음밥200g(알밥),,
1BA03375,햄야채볶음밥1kg,1543.3225,
1BA03376,시아스야채볶음밥1kg,710.456,
1BA03377,통새우볶음밥(노브랜드)/7개입,2524.4359638,
1BA03378,매콤낙지볶음밥(노브랜드)/7개입,2516.1997041,
1BA03379,닭가슴살볶음밥(노브랜드)/7개입,2290.1865966,
1BA03380,정다래햄야채볶음밥,3000,
1BA03381,AAF곤드레나물밥(알밥)-NEW,,
1BA03384,비비고불고기비빔밥(EMT)/알밥,,
1BA03385,한입밥용냉동밥,230.9475,
1BA03386,불고기한입밥용냉동밥,561.47333333,
1BA03389,게살볶음밥E,1982.9184915,
1BA03390,찰보리버터향리조또K,2960,
1BA03393,오양새우볶음밥,945.33333333,
1BA03394,오양햄야채볶음밥,773.07692308,
1BA03395,오양김치볶음밥,868.75,
1BA03396,오양낙지볶음밥,1047.8571429,
1BA03397,오양소불고기볶음밥,979.16666667,
1BA03398,오양치킨데리야끼볶음밥,922.22222222,
1BA03402,세가지나물영양밥5kg(도시락용),76.8705,
1BA03403,보리귀리렌틸콩밥E,2830,
1BA03404,춘천식닭갈비볶음밥,7454.9392444,
1BA03406,CJ김치볶음밥(수출용),6593.5,
1BA03407,흰쌀베이스밥,2071.875,
1BA03408,전주식비빔밥(알밥),,
1BA03410,엑소게살새우볶음밥,8985.6516718,
1BA03411,김가루밥패티용냉동밥,111.972,
1BA03412,리얼통새우볶음밥,2265.8907285,
1BA03413,쫄깃매콤낙지볶음밥,2344.766147,
1BA03414,담백닭가슴살볶음밥,2289.849711,
1BA03415,한가득낙지볶음밥,8576.3425743,
1BA03416,한가득중화풍볶음밥,6008.0882353,
1BA03417,비비고깍두기볶음밥(홈플2번들),3345.7777778,
1BA03422,시아스베이스밥,31.005,
1BA03432,김민교의사와디밥돼지고기바질볶음밥,1020,
1BA03433,김민교의사와디밥파인애플볶음밥,940,
1BA03434,매운곱창철판볶음밥,4066,
1BA03435,비비고햄야채볶음밥(200g),693.9,
1BA03436,비비고소고기볶음밥(200g),700.90909091,
1BA03437,게살볶음밥-F,1610.0819672,
1BA03438,새우볶음밥-F,1389.3288889,
1BA03439,오징어철판볶음밥-S,0,
1BA03440,산들나물밥(도시락용),0,
1BA03442,은행마늘찹쌀라이스,6960,
1BA03443,매운곱창볶음밥,1570,
1BA03445,흑미밥-쿡,0,
1BA03450,CJ깍두기볶음밥(에쓰닉),1806.1071429,
1BA03451,CJ새우볶음밥(에쓰닉),2466.4166667,
1BA03452,TMI김치볶음밥,4109.5,
1BA03453,TMI야채볶음밥,4726,
1BA03454,Sias새우볶음밥,1580,
1BA03455,한끼든든새우볶음밥,1889.7224199,
1BA03456,한끼든든김치볶음밥,1892.578125,
1BA03461,철판직화볶음밥,1688.2934783,
1BA03468,Homeplus signature 새우볶음밥,4004.8473968,
1BA03469,Homeplus signature 낙지볶음밥,4108.3557703,
1BA03470,Homeplus signature 소불고기볶음밥,4108.5875815,
1BA03471,Homeplussignature 곤드레버섯나물밥,4229.6094199,
1BA03473,Homeplus signature 날치알이톡톡터지는날치알밥,4002.0833333,
1BA03474,풀잎채라이스,2000,
1BA03476,철판직화김치볶음밥,1983.7606838,
1BA03477,Homeplus signature 낙지볶음밥(알밥),,
1BA03478,Homeplus signature 곤드레버섯나물밥(알밥),,
1BA03479,Homeplus signature 불곱창깍두기볶음밥(알밥),,
1BA03480,Homeplus signature 날치알이톡톡터지는날치알밥(알밥),,
1BA03481,김민교의사와디밥불고기볶음밥,750,
1BA03482,김민교의사와디밥햄김치볶음밥,750,
1BA03483,김민교의사와디밥게살볶음밥,750,
1BA03484,중화풍볶음밥-C,2034.8360656,
1BA03485,날치알밥베이스,0,
1BA03487,매운곱창볶음밥(2번들),3240,
1BA03488,스파게티스토리볶음밥,670,
1BA03489,치킨데리야끼볶음밥-L,3214.3678161,
1BA03490,햄야채볶음밥-L,2754.3209877,
1BA03494,요리하다낙지쭈꾸미볶음밥,1266.6040268,
1BA03499,흑미밥-SH,3762,
1BA03500,현미밥-SH,2998,
1BA03501,CJ새우볶음밥(수출용-costco),8382,
1BA03502,프리미엄황금볶음밥,6154.2268041,
1BA03508,직화새우볶음밥용냉동밥,0,
1BA03509,직화김치볶음밥용냉동밥,0,
1BA03510,(쿠팡)곰곰잡채볶음밥,5800,
1BA03511,(쿠팡)곰곰대패삼겹볶음밥,6000,
1BA03512,(쿠팡)곰곰소불고기볶음밥,5200,
1BA03513,(쿠팡)곰곰닭갈비볶음밥,5800,
1BA03514,깍두기볶음밥E,2800,
1BA03515,(쿠팡)곰곰갈비맛치킨밥,7000,
1BA03516,(쿠팡)곰곰간장버터새우볶음밥,4800,
1BA03517,쿠캣감자탕볶음밥,1265.2,
1BA03518,갈릭시즐링라이스5kg,0,
1BA03519,(쿠팡)곰곰활화산치킨밥,6000,
1BA03523,애슐리갈릭스테이크볶음밥,2231.7948718,
1BA03524,애슐리깍두기치즈볶음밥,2116.2162162,
1BA03525,애슐리통새우볶음밥,1920,
1BA03526,괴짜파스타리조또용밥(200g),450,
1BA03527,괴짜파스타필라프용밥(300g),680,
1BA03530,삼겹볶음밥300g,925,
1BA03531,김치삼겹볶음밥300g,1012,
1BA03532,통통낙지볶음밥(도시락용-자사생산),0,
1BA03533,더맛있는새우볶음밥230g*2ea,2220,
1BA03534,더맛있는소시지볶음밥230g*2ea,1825,
1BA03535,(마켓컬리)sias닭가슴살볶음밥,1556.8076923,
1BA03536,데리야끼볶음밥-G,7471.1111111,
1BA03537,마오나게살볶음밥,0,
1BA03539,프레시지만능볶음밥,2630,
1BA03540,(쿠팡)곰곰차돌깍두기볶음밥,2100,
1BA03541,(쿠팡)곰곰포크&스크램블볶음밥,5000,
1BA03542,갈릭&포크 황금볶음밥,5798.2914,
1BA03543,(쿠팡)곰곰소고기버섯볶음밥,2200,
1BA03544,요리하다제육볶음밥,1300,
1BA03545,요리하다오징어김치볶음밥,1350,
1BA03557,(쿡)시아스야채볶음밥1kg,0,
1BA03558,(쿡)한그릇연근우엉밥1kg,0,
1BA03559,(쿡)산들나물밥1kg,0,
1BA03560,(쿡)세가지나물영양밥1kg,0,
1BA03561,(쿡)탄두리치킨볶음밥1kg,0,
1BA03562,(쿡)병아리콩잡곡밥1kg,0,
1BA03563,(쿡)퀴노아렌틸잡곡밥1kg,470.58823529,
1BA03564,대삼식당삼겹김치볶음밥,4400,
1BA03565,퀴노아렌틸콩현미볶음밥T,4242.8571429,
1BA03566,시아스햄야채볶음밥(핫딜),7230,
1BA03573,감자탕볶음밥,2256.1290323,
1BA03574,명품필라프용밥,913,
1BA03575,굿프랜즈치즈닭갈비볶음밥,928.57142857,
1BA03577,중국집볶음밥(알밥),,
1BA03579,황금볶음밥-FN,4000,
1BA03580,중화볶음밥-FN,4200,
1BA03582,짐키친 강황베이스밥,2900,
1BA03584,야채곱창볶음밥,1794.8235294,
1BA03585,김치볶음밥T(알밥),,
1BA03586,새우볶음밥T(알밥),,
1BA03592,남도분식 짜짱 떡볶밥(알밥),,
1BA03593,The 통통한 낙지볶음밥,8717.1795918,
1BA03594,(21년)NEW김치볶음밥300g,1253.4677623,
1BA03596,갈릭시즐링라이스 3kg,0,
1BA03597,병아리콩잡곡밥 3kg(도시락용),0,
1BA03599,세가지나물영양밥 3kg(도시락용),0,
1BA03601,퀴노아렌틸콩잡곡밥 3kg(도시락용),0,
1BA03602,탄두리치킨볶음밥 3kg(도시락용),0,
1BA03603,통통낙지볶음밥 3kg(도시락용-자사생산),0,
1BA03605,퀴노아렌틸콩현미볶음밥3kg,2000,
1BA03606,콩콩푸드밥3kg,5828.5714286,
1BA03608,마왕갈릭라이스-S,7300,
1BA03609,황금볶음밥T 210g,960,
1BA03612,무명식당뿌리채소영양밥3kg,7736.8421053,
1BA03615,찰현미새우볶음밥3kg,,
1BA03618,불짬뽕볶음밥,2631.6842105,
1BA03621,리조또용베이스밥,0,
1BA03622,리조또용베이스밥-B,2295,
1BA03623,박가부대닭갈비볶음밥 200g,2892.8571429,
1BA03627,Homeplus signature 새우볶음밥(HDS),6440,
1BA03629,SF김치볶음밥,1454.5454545,
1BA03631,시래기밥,1000,
1BA03632,(쿡)통통낙지볶음밥 1kg,,
1BA03634,Homeplus signature 낙지볶음밥(HDS)-알밥,,
1BA03635,Homeplus signature 날치알이톡톡터지는날치알밥(HDS)-알밥,,
1BA03636,꽁시면관야채볶음밥,7500,
1BA03637,(1)애슐리통새우볶음밥,1963.4146341,
1BA03638,(1)Homeplus signature 날치알이톡톡터지는날치알밥(알밥),4400,
1BA03640,(1)게살볶음밥E,1880,
1BA03642,세미계파김치닭가슴살볶음밥(알밥),,
1BA03643,버터라이스 1.1kg,2750,
1BA03644,(1)강원나물밥200g(알밥),,
1BA03646,분식문방구김치볶음밥,1350,
1BA03647,엄지야채볶음밥 3kg,0,
1BA03648,엄지김치볶음밥 3kg,0,
1BA03649,엄지계란볶음밥 3kg,0,
1BA03651,(1)김치볶음밥S 3kg,9866.4910714,
1BA03652,엄지김치볶음밥 300g,0,
1BA03653,엄지새우볶음밥 300g,0,
1BA03655,엄지묵은지삼겹볶음밥 300g,0,
1BA03658,엄지치킨데리야끼볶음밥 3kg,0,
1BA03662,쉐프현닭가슴살볶음밥 3kg,0,
1BA03665,엄지알리올리볶음밥 3kg,0,
1BA03666,우리쌀볶음밥 3kg,0,
1BA03667,곰곰마늘이들어간스테이크볶음밥,4480,
1BA03668,씨름제육볶음밥,6990.4285714,
1BA03669,씨름김치볶음밥,7024.8571429,
1BA03674,(2)애슐리통새우볶음밥,1990,
1BA03675,(1)애슐리깍두기치즈볶음밥,2250,
1BA03676,(1)애슐리갈릭스테이크볶음밥,2090.9090909,
1BA03677,NEW야채볶음밥,7485,
1BA03678,SF베이컨김치볶음밥,1600,
1BA03679,(1)한그릇연근우엉밥(혼합미),4856.25,
1BA03680,(1)NEW햄야채볶음밥300g(칼로스쌀),982.4375,
1BA03681,(1)NEW새우볶음밥300g(칼로스쌀),1159.6428571,
1BA03698,우미학차돌된장밥,5235,
1BA03709,,8360,
1BA03711,,1450,
1BA03713,,,
1BA10008,"비비고취나물밥(밥,양념간장,참기름)",1962.8763441,
1BA10009,"비비고곤드레밥(밥,양념간장,들기름)",2026.8112921,
1BA10012,"비비고낙지비빔밥(밥,낙지비빔양념장)",1979.6808686,
1BA10013,"비비고불고기비빔밥(밥,참기름)",1703.394449,
1BA10016,"비비고깍두기볶음밥(김,참깨와고명)",1808.6460204,
1BA10017,"비비고시래기나물밥(밥,씨앗강된장,들기름)",2115.1612903,
1BA10019,비비고새우볶음밥420g,1798.2207092,
1BA10020,비비고닭가슴살볶음밥420g,1687.254902,
1BA10022,비비고새우볶음밥420g*2ea,3579.4666667,
1BA10023,비비고불고기비빔밥403g*2ea,3669.5352113,
1BA10026,"GS무명식당3종나물영양밥(밥,간장)",2280,
1BA10028,쟌슨빌소시지볶음밥,5284.5,
1BA10029,비비고불고기비빔밥(롯데),2549.1392405,
1BA10030,비비고새우볶음밥(롯데),2662.6382979,
1BA10040,NEW비비고새우볶음밥(롯데),2622.1153846,
1BA10042,NEW비비고새우볶음밥420g*2ea,3748.5106383,
1BA10044,팔도비빔밥-진짜짜장,2165.170068,
1BA10046,비비고불고기비빔밥(TD),5050,
1BA10051,팔도비빔밥-산채나물(홈플),4580,
1BA10057,비비고햄야채볶음밥(홈플),3255.4929577,
1BA10058,비비고소고기볶음밥(홈플),3264.0357143,
1BA10059,비비고햄야채볶음밥(EMT),4927,
1BA10086,(1)Homeplus signature날치알이톡톡터지는날치알밥(밥+후리가,4478.5302174,
1C301012,매콤쌈장(튜브),1534.875208,
1C301013,고소쌈장(튜브),1644.5,
20000001,시생산(재),,
21501101,조미액-햄야채볶음밥(재),,
21501104,조미액-게살볶음밥(재),,
21501106,조미액-새우볶음밥(재),,
21501108,조미액-해물볶음밥(재),,
21501113,조미액-부드러운새우볶음밥(재),,
21501114,조미액-열을뿜는낙지볶음밥(재),,
21501122,조미액-갈릭라이스3kg(재),,
21501131,조미유-쉐프솔루션베이스볶음밥(시즌)(재),,
21501133,조미액-소불고기볶음밥-JB/이랜드(재),,
21501135,한식베이스소스2kg(재),,
21501143,조미액-매드포갈릭버터라이스(재),,
21501145,볶음밥용불닭소스(수출용)(재),,
21501147,볶음베이스소스(2kg)(재),,
21501164,비프스파게티소스D(재),,
23A00006,명인떡볶이소스(재),,
23A00010,시아스떡볶이양념소스(재),,
23A00013,맘스양념소스2kg(재),,
23A00015,에디슨양념치킨소스3.2kg(재),,
23A00032,사쿠사쿠양념치킨소스30g(재),,
23A00033,사쿠사쿠양념치킨소스2kg(재),,
23A00034,매운바베큐소스(재),,
23A00035,시아스골뱅이무침양념-1(재),,
23A00041,간장양념치킨소스2kg(재),,
23A00051,불닭용소스-1(재),,
23A00061,비비큐소스(재),,
23A00205,PALAMA KALBI SAUCE(재),,
23A00240,순한불닭소스-수출(재),,
23A00250,에디슨양념치킨소스-수출(재),,
23A00265,에디슨양념치킨소스60g(재),,
23A00343,샘표갈비소스964g(재),,
23A00347,샘표불고기소스964g(재),,
23A00350,명인덮밥소스(재),,
23A00353,명인순두부소스2kg(재),,
23A00357,치킨강정용소스2kg(재),,
23A00379,엄마의손맛볶음조림멸치소스(재),,
23A00385,오리양념소스20kg(재),,
23A00388,우뜸뼈해장국소스(재),,
23A00389,우뜸선지해장국소스(재),,
23A00390,우뜸뼈찜소스(재),,
23A00397,부드러운맛간장12g(재),,
23A00402,포타이B.B.Q소스(재),,
23A00408,샘표목포낙지볶음소스(재),,
23A00409,샘표제주갈치조림소스(재),,
23A00410,샘표안동찜닭소스(재),,
23A00418,시아스떡볶이양념소스-1(재),,
23A00424,샘표춘천닭갈비소스(재),,
23A00425,샘표대구매운갈비찜소스(재),,
23A00431,칠리마늘소스(재),,
23A00432,바베큐소스-R(재),,
23A00433,매콤깐풍소스-R(재),,
23A00434,칠리닭갈비소스-R(재),,
23A00438,매콤숯불소스(재),,
23A00439,샘표불고기소스900g-광구(재),,
23A00440,샘표갈비소스900g-광구(재),,
23A00441,샘표핫갈비소스900g-광구(재),,
23A00442,샘표잘익은고추장에생야채가득비빔국수(재),,
23A00443,샘표잘익은고추장에상큼한레몬초고추장(재),,
23A00444,샘표매콤한떡볶이소스(재),,
23A00450,매운불족발소스(재),,
23A00457,소불고기양념장10kg-수출(재),,
23A00472,오징어삼겹살용소스(재),,
23A00477,샘표불고기소스300g(재),,
23A00478,샘표갈비소스300g(재),,
23A00480,샘표불고기소스500g(재),,
23A00484,샘표갈비소스900g(재),,
23A00486,맛탕소스-E(재),,
23A00487,닭갈비소스-C(재),,
23A00488,갈비양념(재),,
23A00492,샘표무교동오징어낙지볶음소스(재),,
23A00493,샘표불고기소스300g-캐나다(재),,
23A00496,안동찜닭양념210g(재),,
23A00497,제주갈치양념200g(재),,
23A00498,춘천닭갈비양념180g(재),,
23A00500,햄버그소스-기본(재),,
23A00504,강된장소스(재),,
23A00506,샘표갈비소스300g-신캐나다(재),,
23A00510,나가사키베이스-2(재),,
23A00513,샘표 BULGOGI SAUCE964g(미국수출)(재),,
23A00515,샘표달콤한떡볶이소스(재),,
23A00517,불고기소스-A(재),,
23A00518,핫족발소스(재),,
23A00522,비빔소스40g(재),,
23A00523,비빔소스2kg(재),,
23A00526,무교동 오징어낚지볶음양념130g(재),,
23A00528,남대문갈치조림양념200g(재),,
23A00530,허니BBQ소스2kg(재),,
23A00532,오리양념용소스2kg(재),,
23A00534,고추장불고기소스(재),,
23A00536,너비아니양념장-F20kg(재),,
23A00538,불고기소스-M(재),,
23A00539,두반소스2kg(재),,
23A00541,쌀국수육수2kg(재),,
23A00542,북어육수2kg(재),,
23A00544,봉골레파스타소스2kg(재),,
23A00545,해물맛육수2kg(재),,
23A00548,유자드레싱50g(재),,
23A00553,소불고기소스(볶음밥용)18kg(재),,
23A00557,나가사끼짬뽕소스(재),,
23A00570,바다愛톳미인비빔소스40g(재),,
23A00576,오리지널강정소스(재),,
23A00577,불갈비양념-A20kg(재),,
23A00579,샘표갈비소스300g-독일(재),,
23A00580,샘표불고기소스300g-독일(재),,
23A00586,샘표불고기소스840g-미국(재),,
23A00589,샘표불고기소스900g-NEW(캐나다)(재),,
23A00590,샘표갈비소스900g-NEW(캐나다)(재),,
23A00591,샘표핫갈비소스900g-NEW(캐나다)(재),,
23A00594,칠리마늘소스50g(컵)(재),,
23A00595,비빔장360g(재),,
23A00596,간장비빔밥소스-M(재),,
23A00598,불고기소스225g(재),,
23A00599,선진불고기소스(재),,
23A00601,씨앗강된장소스15g(재),,
23A00602,양념간장15g(재),,
23A00605,불닭용소스-S(재),,
23A00606,매콤달콤소스(재),,
23A00608,멸치칼국수액상스프35g(재),,
23A00609,초모듬양념장-S(재),,
23A00610,황태베이스-R(재),,
23A00613,비빔소스-S 40g(재),,
23A00621,순두부양념장-S(재),,
23A00622,소불고기양념장10kg(재),,
23A00623,멸치볶음소스20g(재),,
23A00624,하남돼지집어무이찌개소스(재),,
23A00625,하남돼지집정통된장찌개소스(재),,
23A00627,단팥퐁듀소스3kg-E(재),,
23A00629,된장소스(재),,
23A00631,스위트간장치킨양념소스S(재),,
23A00634,하남돼지집부추소스(재),,
23A00636,불고기소스-M(2kg)(재),,
23A00637,홈스타일소불고기양념(재),,
23A00639,홈스타일돼지불고기양념(재),,
23A00640,매운육수(재),,
23A00642,낙지비빔양념장18g*2ea(연포)(재),,
23A00646,요리하다골뱅이&비빔국수양념(롯데)(재),,
23A00648,요리하다오징어볶음양념(롯데)(재),,
23A00652,간편고추장소스(재),,
23A00653,간편간장소스(재),,
23A00657,볶음양념E(재),,
23A00661,남대문갈치조림양념200g/신(재),,
23A00662,안동찜닭양념210g/신(재),,
23A00663,춘천닭갈비소스180g/신(재),,
23A00665,초밥간장(재),,
23A00666,요리하다매운돼지갈비찜양념(롯데)(재),,
23A00667,떡볶이양념E 2kg(재),,
23A00670,고추장닭구이소스(재),,
23A00671,돼지불고기소스(재),,
23A00672,규카츠간장소스(재),,
23A00673,홍익불고기소스(재),,
23A00675,낙지비빔밥용소스18g(단포)-컵밥용(재),,
23A00678,카츠젠순두부양념장2kg(재),,
23A00679,카츠젠초고추장소스2kg(재),,
23A00680,무교동오징어낙지볶음130g/신(재),,
23A00681,대학가불닭바베큐양념110g(재),,
23A00685,냉면육수베이스(재),,
23A00687,초고추장E 25g(재),,
23A00688,초고추장E 200g(재),,
23A00689,핫불떡볶이소스(재),,
23A00690,자이언트매콤달콤소스(재),,
23A00697,고추간장소스-M(재),,
23A00698,소찜갈비양념(재),,
23A00700,고추장양념(재),,
23A00701,마왕소스(순한맛)(재),,
23A00702,마왕소스(매운맛)(재),,
23A00703,AAF나물밥양념소스15g(재),,
23A00707,떡볶이소스JB(재),,
23A00708,소불고기양념275g(홈플러스)(재),,
23A00709,볶음밥용매콤소스(재),,
23A00710,김피라덮밥소스(재),,
23A00711,김피라덮밥소스2(재),,
23A00715,김피라떡볶이소스(재),,
23A00716,김피라불닭소스(재),,
23A00718,오리지널강정소스40g(재),,
23A00720,매콤떡볶이소스(재),,
23A00724,샘표순두부찌개양념(재),,
23A00729,비빔소스-L(재),,
23A00730,간편고추장소스10kg(재),,
23A00733,김피라소스(재),,
23A00734,매운탕양념(재),,
23A00737,초고추장H(재),,
23A00738,과일가득갈비양념(재),,
23A00744,선진불도깨비소스(재),,
23A00749,갈비양념(증정용)(재),,
23A00755,매운갈비찜소스(재),,
23A00757,쌀국수용육수T(재),,
23A00763,제육소스(재),,
23A00764,간장주물럭소스(재),,
23A00765,소불고기소스(재),,
23A00772,콘베이스E(재),,
23A00785,간편고추장소스3kg(재),,
23A00795,핫매콤소스3kg(재),,
23A00799,별미레황태채무침용고추장소스(30g)(재),,
23A00808,소불고기소스-H(재),,
23A00813,장조림소스-TH(재),,
23A00814,풀잎채무침용소스(재),,
23A00816,맛있는떡볶이소스(재),,
23A00818,매운족발소스-TH(재),,
23A00819,비비고차돌강된장(75g)(재),,
23A00822,부대찌개육수T(재),,
23A00824,신당동떡볶이소스(재),,
23A00825,매콤한떡볶이40g(재),,
23A00832,갈매기살양념(재),,
23A00842,별미레참멸치고추장소스(재),,
23A00843,본고기한우야끼니꾸소스(재),,
23A00845,팔도비빔장17g*2ea(연포)(재),,
23A00853,물회용육수350g(재),,
23A00857,매콤한대파소스(재),,
23A00864,빨간순대용소스(재),,
23A00877,팔도만능비빔장(재),,
23A00881,안동찜닭양념210g/신(별미)(재),,
23A00883,무교동오징어낙지볶음130g/신(별미)(재),,
23A00885,닭갈비양념S(재),,
23A00898,(냉장)수원왕갈비맛소스(재),,
23A00909,낙지비빔양념장25g*2ea(연포)(재),,
23A00913,달콤매콤떡볶이소스(재),,
23A00914,김치베이스소스(재),,
23A00917,매콤한숯불맛불닭소스(재),,
23A00922,샘표불고기소스500g(재),,
23A00926,팔도만능비빔장3kg(재),,
23A00929,간장양념소스-K(재),,
23A00941,시그니처불고기소스(볶음밥용)18kg(재),,
23A00948,김민교의사와디밥특제소스(195g)(재),,
23A00952,판떡볶이소스(재),,
23A00958,The맛있는초고추장(재),,
23A00966,샘표춘천닭갈비양념(20년)(재),,
23A00971,매콤숯불불닭소스E(재),,
23A00985,(20년)초고추장E 25g(재),,
23A00988,강된장두부덮밥소스(재),,
23A00990,마파두부덮밥소스(재),,
23A00992,매콤달콤스테이크소스(재),,
23A00999,시아스불고기소스(재),,
23A01010,명인냉쫄소스(재),,
23A01012,닭갈비소스(재),,
23A01028,사천소스-R 1kg(재),,
23A01032,불닭용소스-F(재),,
23A01034,불갈비용소스-F(재),,
23A01035,부대찌개용소스(재),,
23A01038,떡볶이소스-R(재),,
23A01042,오뎅소스-R(재),,
23A01054,샘표갈비소스540g-미국(재),,
23A01055,샘표불고기소스540g-미국(재),,
23A01057,레드커리-A(재),,
23A01058,다온떡갈비양념18kg(재),,
23A01061,쯔유소스-R(재),,
23A01066,닭볶음탕소스-R(재,,
23A01068,간장치킨소스325g(재),,
23A01072,명인쫄면소스(2kg)(재),,
23A01092,샘표간장치킨소스250ml(수출용)(재),,
23A01099,갈릭삼각밥용 볶음(재),,
23A01107,김치삼각밥용 볶음T(재),,
23A01108,밀푀유나베육수T(재),,
23A01109,간장찜닭소스(재),,
23A01147,노브랜드김치치즈삼각밥용소스2.74kg(재),,
23A01150,샘표간장치킨소스1kg_10개입(수출용_유럽)(재),,
23A01160,(1)샘표갈비양념300g_RRP(핀란드)(재),,
23A02007,스마트이팅식이섬유소불고기양념(재),,
23A02008,스마트이팅식이섬유돼지갈비양념(재),,
23A02011,불탐열탄고추장소스(재),,
23A02021,,,
23B00018,자몽오렌지칵테일베이스(재),,
23B00043,오렌지생맥주베이스1kg(재),,
23B00047,흑초차베이스(재),,
23B00049,비타키위칵테일베이스(재),,
23B00050,비타복분자딸기칵테일베이스(재),,
23B00051,짚쌩비타키위베이스(재),,
23B00053,짚쌩비타딸기베이스(재),,
23B00055,청포도칵테일베이스(재),,
23B00056,짚쌩비타파인애플베이스(재),,
23B00057,짚쌩뉴비타복분자베이스(재),,
23B00058,칵테일소스-R(재),,
23B00059,감귤칵테일베이스(재),,
23B00060,칵테일소스-R 18kg(재),,
23B00061,사과베이스(재),,
23B00062,산수유칵테일베이스(재),,
23B00063,수박칵테일베이스(재),,
23B00065,오렌지칵테일베이스(재),,
23B00067,토핑용사과베이스-G(재),,
23B00070,복분자막걸리베이스(재),,
23B00072,매실막걸리베이스(재),,
23B00075,허니칵테일베이스(재),,
23B00076,모과칵테일베이스(재),,
23B00079,아사이베리맛칵테일베이스(재),,
23B00081,화이트샹그리아베이스(재),,
23B00084,모히토칵테일베이스-2(재),,
23B00085,생과일복분자딸기베이스(재),,
23B00086,생과일키위베이스(재),,
23B00088,라즈베리생맥주베이스(재),,
23B00092,블루베리베이스(재),,
23B00096,석류초차베이스(재),,
23B00114,시아스블루베리베이스2kg(재),,
23B00115,자몽칵테일베이스(재),,
23B00120,바나나베이스1kg(재),,
23B00121,카페베네프라페노믹스(재),,
23B00126,코코넛베이스(재),,
23B00127,망고베이스(재),,
23B00128,떼루와체리베이스(재),,
23B00131,떼루와망고베이스(재),,
23B00132,멜론베이스(재),,
23B00134,에땅자몽칵테일베이스2kg(재),,
23B00135,트로피칼베이스2kg(재),,
23B00136,한라봉에이드베이스(재),,
23B01004,키위쿨라타(재),,
23B01007,애플민트향에이드(재),,
23B01009,메론에이드(재),,
23B01010,견우음료베이스(재),,
23B01011,레드베리에이드1.2kg(재),,
23B02000,망고블라스트(재),,
23C00001,신세기짜장소스(재),,
23C00002,흑마늘탕수육소스(재),,
23C00003,베이징덕소스(재),,
23C00005,요리愛탕수육소스(재),,
