품목코드,품목명,평균수주단가,Column 4
,,,
1.#JE+00,가쓰오다시국물900ml,,
11501122,조미액-갈릭라이스3kg,,
11501131,조미유-쉐프솔루션베이스볶음밥(시즌),,
23R13020,어니언샤워소스2kg(재),,
23R13024,와사비마요소스-K(재),,
23R13025,이천사가맥소스 15g 200개입(재),,
23R13026,명품갈릭딥핑치즈소스(재),,
23R13028,레몬마요소스(재),,
23R13029,엔젤코코소스(재),,
23R13031,탐앤탐스갈릭디핑소스(재),,
23R13032,파인애플마요소스(재),,
23R13033,와사비디핑소스(재),,
23R13034,유자마요소스(재),,
23R13036,요리가맛있어지는비법마요소스(재),,
23R13037,그린마요쉬림프버거용그린마요소스100g(재),,
23R13038,그린마요쉬림프버거용그린마요소스1kg(재),,
23R13042,갈릭마요소스-H(재),,
23R13058,666버거갈릭디핑소스 2kg(재),,
23S01010,시아스비프스파게티소스(재),,
23S01080,시아스화이트스파게티스(재),,
23S01091,임실앤치즈피자스파게티소스(재),,
23S01100,미트소스-A(재),,
23S01107,비프스파게티소스(재),,
23S01213,카페아모제미트소스(재),,
23S01303,이태리식토마토스파게티소스(재),,
23S01310,임실치즈피자비프스파게티소스(재),,
23S01315,화이트소스(재),,
23S01325,요리愛[애]상큼한스파게티소스(재),,
23S01326,토마토스파게티소스2.95kg(재),,
23S01327,라구소스(재),,
23S01328,비프파스타소스(재),,
23S01332,요리愛크림스파게티소스(재),,
23S01334,치즈크림스파게티소스골드(재),,
23S01335,토마토스파게티소스골드(재),,
23S01338,볼로네즈스파게티소스100g(재),,
23S01339,베이컨크림스파게티소스100g(재),,
23S01342,본뽀스또베이컨크림파스타소스(재),,
23S01349,비프소스-R(재),,
23S01350,토마토스파게티소스-DK(재),,
23S01352,호면당토마토파스타소스3kg(재),,
23S01353,요리밥치킨크림리조또용소스70g(재),,
23S01354,요리밥로제토마토리조또용소스100g(재),,
23S01361,화이트크림파스타소스(재),,
23S01362,홈스타일토마토스파게티소스/14일에이징출고(재),,
23S01363,홈스타일로제스파게티소스/14일에이징출고(재),,
23S01364,홈스타일크림스파게티소스/14일에이징출고(재),,
23S01365,라쟈냐소스(재),,
23S01367,비스크소스E 2kg(재),,
23S01368,비프스파게티소스T(재),,
23S01369,파스타용비스크소스(재),,
23S01375,고메토마토소스100g(재),,
23S01376,화이트소스E 2kg(재),,
23S01379,시아스비프스파게티소스1kg(재),,
23S01380,비프스파게티소스1kg(재),,
23S01381,붐바타화이트소스(2kg)(재),,
23S01382,상큼한스파게티소스(400g)(재),,
23S01387,디디까르보나라소스(180g)(재),,
23S01388,피자용비프소스T(재),,
23S01389,토마토스파게티소스2kg(재),,
23S01390,화이트소스-M(2kg)(재),,
23S01391,갈릭크림소스(60g)(재),,
23S01392,미트볼토마토소스(재),,
23S01394,홈스타일봉골레파스타소스(재)/14일에이징출고,,
23S01397,에땅미트소스1kg(재),,
23S01398,피자꾼토마토스파게티소스(재),,
23S01407,상큼한스파게티소스(2kg)(재),,
23S01408,바른선 로제스파게티소스(재),,
23S01409,비프스파게티소스T1kg(트레이더스)(재),,
23S01430,비프스파게티소스-M(재),,
23S01431,로제스파게티소스-M(재),,
23S01432,크림스파게티소스-M(재),,
23S01433,로제소스-O(재),,
23S01438,오징어먹물크림스파게티소스(재),,
23S01440,로제스파게티소스H(재),,
23S01448,로제소스-G(재),,
23S01458,크림소스-E(재),,
23S05020,시아스토마토소스(재),,
23S05061,미스터피자치킨스파게티소스(재),,
23S09012,토마토소스-R(재),,
23S09016,하송토마토소스(재),,
23S09017,토마토소스-W 1kg(재),,
23S09018,스파이시토마토소스(2kg)(재),,
23S09019,매운돈가츠소스(재),,
23S0902,비앙코토마토소스2kg(재),,
23S09022,씨제이토마토소스(재),,
23S09024,핫토마토소스(재),,
23S13009,난타미트스파게티소스(재),,
23S13011,난타미트스파게티소스1kg(재),,
23S17010,오레또미트스파게티소스(재),,
23S19071,오레또미트스파게티소스1kg(재),,
23U01111,미스터피자블루베리디핑(재),,
23U01120,미스터피자레몬에이드(재),,
23U01121,감자샐러드용당시럽(재),,
23U01124,카라멜시럽(재),,
23U01125,스트로베리시럽(재),,
23U01126,메이플시럽(재),,
23U01130,비알딸기시럽-도포용(재),,
23U01132,미스터피자블루베리디핑40g(재),,
23U01139,미스터피자블루베리시럽엠피(재),,
23U01141,요리愛[애]요리당(재),,
23U01149,블루베리시럽-KFC(재),,
23U01153,메이플시럽-S(재),,
23U01158,딸기시럽-BR(재),,
23U01160,블루베리리플(재),,
23U01165,초코시럽-BK(재),,
23U01168,라즈베리토핑시럽(재),,
23U01170,스트로베리레진1kg(재),,
23U01177,스트로베리시럽(1kg)(재),,
23U01178,초코시럽-BK(1kg)(재),,
23U01179,망고시럽(재),,
23U01180,아사이베리시럽(재),,
23U01184,대추야자시럽660g(재),,
23U01185,호떡피자용시럽E(재),,
23U01187,초코시럽-TNT(1kg)(재),,
23U02003,유기아가베시럽665g/올가홀(재),,
23U02004,나타드코코시럽(재),,
23U02005,유기아가베시럽1kg(재),,
23U02006,유기농아가베시럽프리미엄라이트335g(재),,
23U02007,유기농아가베시럽프리미엄라이트665g(재),,
23U02008,프리미엄유기농아가베시럽335g/올박스(재),,
23U02011,프리미엄유기농아가베시럽665g/이마트(재),,
23U02012,프리미엄유기농아가베시럽1.22kg/롯데(재),,
23U02015,하송유기아가베시럽1kg(재),,
23U02019,organicstory유기농아가베시럽335g(재),,
23U02020,organicstory유기농아가베시럽665g(재),,
23V00004,고구마베이스(재),,
23V00005,단호박베이스-2(재),,
23V00010,감자샐러드바베이스(재),,
23V00011,고구마샐러드바베이스(재),,
23V00012,햄샐러드베이스(재),,
23V00013,고구마베이스M,,
23V00014,하이겔(재),,
23V00018,요구르트베이스(재),,
23V00019,고구마샐러드믹스베이스(재),,
23V00021,소스베이스(재),,
23V00025,펜네베이스(재),,
23V00027,소스베이스-B(재),,
23V00028,소스베이스-C(재),,
23V00034,샐러드소스(올바른샐러드콘용)/국산(재),,
23V00035,시아스고구마무스골드베이스(재),,
23V00042,샐러드믹스-3(재),,
23V00045,조미분C-2(재),,
23V00049,골드마요네즈(제조용)(재),,
23V00052,맥앤치즈샐러드베이스-G(재),,
23V00053,샐러드소스/올바른샐러드콘용(중국산)(재),,
23V00056,맥앤치즈샐러드베이스(재),,
23V00058,모노치즈 허니월넛시럽베이스(재),,
23V00059,콘치즈베이스(재),,
23V00060,I'me맥앤치즈샐러드베이스(재),,
23V00061,샐러드베이스S(재),,
23V00063,샐러드베이스E(재),,
23V09004,깍두기볶음밥용소스18kg(재),,
23V09005,에그샐러드베이스(재),,
23V09006,김치볶음밥용소스-CJ수출용(재),,
24106002,시아스'多'쇠고기-수상부,,
26A01001,고구마샐러드-P(재),,
26A01002,감자샐러드-P(재),,
26A01006,고구마샐러드바145g(재),,
26A01007,감자샐러드바145g(재),,
26A01014,미스터피자고구마샐러드엠피(재),,
26A01015,감자무스(재),,
26A01016,시아스고구마샐러드믹스(재),,
26A01017,고구마샐러드FM(재),,
26A01018,단호박샐러드FM(재),,
26A01019,감자샐러드FM(재),,
26A01020,감자파스타샐러드바(재),,
26A01021,닭가슴살&머스타드샐러드바(재),,
26A01025,오늘은감자샐러드100g(재),,
26A01034,올바른샐러드감자100g(재),,
26A01035,올바른샐러드고구마100g(재),,
26A01038,시아스감자샐러드S(재),,
26A01040,시아스단호박샐러드S(재),,
26A01042,고구마샐러드(착한돼지)(재),,
26A01052,풀잎채단호박연근샐러드1kg(재),,
26A01060,포테이토샐러드100g(재),,
26A01061,고구마샐러드100g(재),,
26A01062,시아스감자샐러드(재),,
26A01063,시아스고구마샐러드(재),,
26A01067,AAF고구마샐러드(재),,
26A01068,AAF매쉬드포테이토샐러드(재),,
26A01071,감자고구마샐러드E(재),,
26A01072,이디야감자샐러드(재),,
26A01073,에땅크리미고구마샐러드(재),,
26A01074,고구마토핑(재),,
26A01077,시아스고구마샐러드/GS(재),,
26A01087,Homeplus signature 매쉬드포테이토(재),,
26A01089,(20년)고구마샐러드100g(재),,
26A01091,(20년)포테이토샐러드100g(재),,
26A01094,(쿠팡)곰곰단호박샐러드(재),,
26A01100,현미유로 만든 감자샐러드(재),,
26A02005,단호박샐러드바145g(재),,
26A02009,미스터피자단호박샐러드(재),,
26A02010,시아스단호박샐러드(재),,
26A02011,복숭아요거트샐러드(재),,
26A02013,단호박무스(재),,
26A02014,59피자단호박샐러드(재),,
26A02016,시아스단호박샐러드(이랜드)(재),,
26A02018,올바른샐러드단호박100g(재),,
26A02022,단호박샐러드100g(재),,
26A02023,NEW단호박샐러드-1(재),,
26A02024,AAF단호박샐러드(재),,
26A02029,고구마샐러드90g(재),,
26A03003,살사후실리샐러드(재),,
26A03010,시아스콘샐러드1kg(재),,
26A03011,옥수수샐러드100g(재),,
26A03014,AAF콘샐러드(재),,
26A03016,sias살사후실리샐러드(롯데마트)(재),,
26A03017,I'm e콘샐러드(재),,
26A03020,콘치즈샐러드(재),,
26A04001,참치야채샐러드바(재),,
26A04002,미스터피자펜네샐러드(재),,
26A04005,마카로니샐러드엠피(재),,
26A04006,에그샐러드(재),,
26A04011,믹스참치스프레드(재),,
26A04012,믹스참치스프레드180g(재),,
26A04015,참치마요160g(재),,
26A04016,올바른샐러드참치100g(재),,
26A04025,참치샐러드100g(재),,
26A04027,맥앤치즈샐러드-G(재),,
26A04030,퀴노아카레샐러드MP(재),,
26A04033,피치맥앤치즈(1kg)(재),,
26A04034,맛살샐러드(재),,
26A04035,명란마요샐러드(재),,
26A04036,이디야참치샐러드(재),,
26A04037,맥앤치즈샐러드-D(재),,
26A04050,전통고로케필링3kg(재),,
26A04061,사라다빵용샐러드(재),,
26A05001,햄샐러드(재),,
26A06004,씨제이두부샐러드단호박-세트(재),,
26A06005,씨제이두부샐러드고구마-세트(재),,
26A06006,씨제이두부샐러드감자-세트(재),,
26B01004,마요네즈S-1(재),,
26B01006,시아스샐러드마요-2(자사용)(재),,
26B01011,시아스샐러드마요네즈18kg(재),,
26B01013,아이에스(IS)에멀전크림(시아스)-18kg(재),,
26B01014,샐러드마요-2(CJ전용)(재),,
26B03002,마요네즈-업소용10kg(재),,
26B03004,마요네즈-업소용18kg(재),,
26B03005,마요네즈-P(현미유)/국산난황(재),,
26B03006,마요네즈-업소용150kg(재),,
26B03010,마요네즈-업소용153kg(재),,
26B03011,네네마요네즈153kg(재),,
26B03013,60계마요네즈(재),,
26B03014,명란마요1kg(재),,
26B03015,마요네즈-업소용10kg(현진)(재),,
26B03115,마요네즈P(현미유)/중국산난황(재),,
26B03116,명란마요네즈(피코크)(재),,
26B04001,구터스마요네즈골드1kg(재),,
26B04002,마요네즈-제빵용/국산(재),,
26B04003,해표골드마요네즈(재),,
26B04006,마요네즈-제빵용18kg(재),,
26B04007,소후레쉬마요네즈골드(재),,
26B04008,소후레쉬마요네즈골드3.2kg(재),,
26B04014,제빵용마요네즈-D(재),,
26B04016,마요네즈골드(서브큐)(재),,
26B04017,마요네즈(제빵용)/중국산(재),,
26B06001,골드마요네즈(업소용)10kg(재),,
26B06003,골드마요네즈3.2kg(재),,
26B06008,이츠웰골드마요네즈3.2kg(재),,
26B06013,이마트 고소한 마요네즈515g(재),,
26B06014,이마트 고소한 마요네즈250g(재),,
26B06019,디프라이스마요네즈(재),,
26B06020,산뜻한마요네즈18kg(재),,
26B06021,시아스골드마요네즈515g(재),,
26B06022,피자스쿨마요네즈(재),,
26B06024,이츠웰골드마요네즈1kg(재),,
26B06028,디프라이스마요네즈-1 1kg(재),,
26B06029,골드마요네즈-수출(재),,
26B06031,디프라이스마요네즈튜브,,
26B06036,JFC마요네즈1kg(재),,
26B06041,골드마요네즈515g(재),,
26B06043,미스터피자마요네즈(재),,
26B06048,천년풍미퓨어마요네즈(재),,
26B06050,신선하고깨끗한마요네즈(재),,
26B06052,산뜻한마요네즈250g(재),,
26B06054,디프라이스카레마요네즈(재),,
26B06058,디프라이스마요네즈500g(재),,
26B06059,KFC마요드레싱전분부(재),,
26B06061,천년풍미퓨어마요네즈1kg(재),,
26B06062,유자마요네즈290g(재),,
26B06063,유자마요네즈500g(재),,
26B06064,산뜻한마요네즈1kg(재),,
26B06065,시아스골드마요네즈2kg(재),,
26B06076,화이트마요-M(재),,
26B06077,시아스골드마요네즈2kg-에스그린(재),,
26B06078,JFC마요네즈15g(재),,
26B06079,골드마요네즈-NS 10kg(재),,
26B06080,골드마요네즈(업소용)-T(재),,
26B06081,이마트마요네즈300g(재),,
26B06084,디딤돌골드마요네즈3.2kg(재),,
26B06085,와사비마요15g(재),,
26B06086,화이트마요-M(2kg)(재),,
26B06090,와사비마요-H 15g(재),,
26B06092,자연드림산뜻한마요네즈250g(재),,
26B06095,골드마요네즈3.2kg(캡파우치)(재),,
26B06097,먹태와사랑에빠진소스15g(재),,
26B06098,맛있는골드마요네즈1kg(재),,
26B06099,맛있는골드마요네즈3.2kg(재),,
26B06100,정성담은마요네즈(250g)(재),,
26B06101,정성담은마요네즈(1kg)(재),,
26B06102,정성담은마요네즈18kg(재),,
26B06103,식자재왕마요네즈1kg(재),,
26B06104,식자재왕마요네즈3.2kg(재),,
26B06108,와사비마요-H 15g(400개입)(재),,
26B06110,마요네즈300g(피코크)(재),,
26B06115,밀키마요네즈(재),,
26B06126,,,
26B06127,,,
26B07001,바른선마요네즈2kg(재),,
26B07004,바른선마요네즈3kg(재),,
26B07008,바른선유정란마요네즈3kg(재)(부스터사용),,
26B07010,바른선유정란마요네즈1kg(재)(부스터사용),,
2AA01010,포도푸딩20구(재),,
2AA01011,포도푸딩-W(1구)(재),,
2AA01013,사과향푸딩-E(1구)(재),,
2AA01014,딸기푸딩-E(1구)(재),,
2BA01004,삼계죽280g재),,
2BA01008,단팥죽(재),,
2BA01009,신세계찹쌀쇠고기죽(260g)(재),,
2BA01012,큼직한오곡삼계죽(재),,
2BA01013,꽉채움한끼매생이전복죽(재),,
2BA01014,꽉채움한끼잣죽(재),,
2BA01016,큼직한새알동지팥죽(재),,
2BA01017,큼직한통새우전복죽(재),,
2BA01018,큼직한쇠고기버섯죽(재),,
2BA01019,전복해삼죽(재),,
2BA01024,소고기듬뿍야채죽(단품)(재),,
2BA01025,전복듬뿍내장죽(단품)(재),,
2BA01045,슈퍼곡물귀리소고기죽(파우치)450g(재),,
2BA01079,새알심단호박죽(재),,
2BA01083,(21년)슈퍼곡물오곡삼계죽(파우치)450g(재),,
2BA02009,영양수프두부단호박허니240g(재),,
2BA02010,영양수프두부양송이어니언240g(재),,
2BA02012,영양수프두부단호박허니240g*2(재),,
2BA02013,영양수프두부양송이어니언240g*2(재),,
2BA02014,영양수프두부브로콜리치즈240g*2(재),,
2BA02020,양송이크림스프T(재),,
2BA02030,양송이포테이토크림생수프(재),,
2BA03003,햄야채볶음밥300g(재),,
2BA03004,새우볶음밥300g(재),,
2BA03005,낙지볶음밥300g(재),,
2BA03006,김치볶음밥300g(재),,
2BA03007,게살볶음밥300g(재),,
2BA03009,소불고기볶음밥300g(재),,
2BA03010,해물볶음밥300g(재),,
2BA03011,치킨데리야끼볶음밥300g(재),,
2BA03017,요리밥치킨리조또라이스250g(재),,
2BA03018,요리밥리조또라이스-로제토마토250g(재),,
2BA03023,갈릭라이스3kg(재),,
2BA03025,쿠마이쉬림프후라이드라이스2kg(재),,
2BA03026,쿠마이악토퍼스후라이드라이스2kg(재),,
2BA03034,소후레쉬야채볶음밥3kg(재),,
2BA03044,김치볶음밥3kg(재),,
2BA03046,부드러운새우볶음밥3kg(재),,
2BA03047,시아스야채볶음밥3kg(재),,
2BA03049,김치볶음밥-S(재),,
2BA03051,쉐프솔루션베이스볶음밥(시즌)500g(재),,
2BA03055,한그릇연근우엉밥(재),,
2BA03056,야채볶음밥베이스3kg(재),,
2BA03064,CJ해물볶음밥(재),,
2BA03065,CJ햄야채볶음밥(재),,
2BA03066,CJ새우볶음밥(재),,
2BA03067,후레시스김치볶음밥(재),,
2BA03069,CJ낙지볶음밥(재),,
2BA03074,CJ햄야채볶음밥3kg(재),,
2BA03088,1974새우볶음밥240g(재),,
2BA03089,1974양송이버섯볶음밥250g(재),,
2BA03093,비비고취나물밥200g(재),,
2BA03094,비비고곤드레밥200g(재),,
2BA03099,새우볶음밥-S 200g(재),,
2BA03100,치킨데리야끼볶음밥-S 200g(재),,
2BA03104,나물향가득한곤드레나물밥240g(재),,
2BA03111,베베쿡어린이볶음밥베이컨과퀴노아(재),,
2BA03112,베베쿡어린이볶음밥새우와렌틸콩(재),,
2BA03113,베베쿡어린이볶음밥닭가슴살과병아리콩(재),,
2BA03114,오늘은!새우볶음밥(재),,
2BA03115,오늘은!갈릭볶음밥(재),,
2BA03119,홍익돈까스 야채볶음밥(재),,
2BA03131,Single's_pride간편하게즐기는통새우볶음밥920g(재),,
2BA03135,프리가베이스밥1kg(재),,
2BA03137,매드포갈릭갈릭버터라이스300g(재),,
2BA03138,매드포갈릭갈릭버터라이스200g(재),,
2BA03147,요리밥부드러운새우볶음밥250g(재),,
2BA03148,요리밥열을뿜는낙지볶음밥250g(재),,
2BA03149,요리밥우엉이든햄야채볶음밥250g(재),,
2BA03150,요리밥케이준스파이스필라프250g(재),,
2BA03151,요리밥상하이필라프250g(재),,
2BA03157,비비고낙지비빔밥200g(재),,
2BA03158,비비고불고기비빔밥200g(재),,
2BA03159,비비고깍두기볶음밥200g(재),,
2BA03160,탄두리닭가슴살현미볶음밥1kg(재),,
2BA03161,콩콩푸드밥1kg(재),,
2BA03162,야채현미밥H1kg(재),,
2BA03163,취나물현미밥H1kg(재),,
2BA03164,퀴노아렌틸콩현미볶음밥1kg(재),,
2BA03166,오징어볶음밥E(재),,
2BA03169,식자재왕/새우볶음밥(재),,
2BA03171,식자재왕/햄야채볶음밥(재),,
2BA03174,통새우볶음밥(노브랜드)(재),,
2BA03175,매콤낙지볶음밥(노브랜드)(재),,
2BA03176,비비고시래기나물밥200g(재),,
2BA03180,곤드레나물밥-H(재),,
2BA03181,불고기맛볶음밥250g-QKC(재),,
2BA03182,김치볶음밥250g-QKC(재),,
2BA03184,잡채볶음밥250g-QKC(재),,
2BA03185,게살볶음밥250g-QKC(재),,
2BA03191,땡초상하이볶음밥(재),,
2BA03192,굴소스라이스(3kg)(재),,
2BA03194,장조림라이스E 1kg(재),,
2BA03195,"비비고낙지비빔밥(밥,소스)-컵(재)",,
2BA03196,"비비고불고기비빔밥(밥,참기름)-컵(재)",,
2BA03198,비비고불고기비빔밥200g(알밥)-컵(재),,
2BA03199,어수리나물밥(재),,
2BA03200,비비고새우볶음밥210g(알밥)(재),,
2BA03201,비비고닭가슴살볶음밥210g(알밥)(재),,
2BA03202,강원나물밥200g(알밥)(재),,
2BA03204,타코볶음밥1kg(재),,
2BA03205,마왕갈릭라이스(재),,
2BA03207,"AAF3가지나물밥(밥,소스)(재)",,
2BA03208,AAF게살새우볶음밥(재),,
2BA03209,AAF장조림볶음밥(재),,
2BA03211,AAF곤드레나물밥250g(알밥)(재)*,,
2BA03212,AAF3가지나물밥250g(알밥)(재)*,,
2BA03213,AAF불곱창볶음밥250g(알밥)(재)*,,
2BA03214,닭가슴살볶음밥(노브랜드)(재),,
2BA03216,AAF게살새우볶음밥(알밥)(재)*,,
2BA03217,AAF장조림볶음밥(알밥)(재)*,,
2BA03218,토니멕시칸라이스(재),,
2BA03219,찰현미새우볶음밥3kg(재),,
2BA03223,굴소스로맛을낸게살새우볶음밥(재),,
2BA03224,낙지쭈꾸미볶음밥(재),,
2BA03225,무명식당돈육장조림비빔밥(알밥)(재),,
2BA03226,무명식당뿌리채소영양밥(알밥)(재),,
2BA03227,무명식당3종나물영양밥(알밥)(재),,
2BA03228,탄두리닭가슴살현미볶음밥10kg(재),,
2BA03229,야채현미밥H10kg(재),,
2BA03230,취나물현미밥10kg(재),,
2BA03231,퀴노아렌틸콩현미볶음밥10kg(재),,
2BA03232,현미찰보리밥10kg(재),,
2BA03233,곤드레나물밥H10kg(재),,
2BA03234,콩콩푸드밥10kg(재),,
2BA03235,어수리나물밥10kg(재),,
2BA03236,찰현미새우볶음밥10kg(재),,
2BA03237,게살볶음밥1kg(재),,
2BA03238,커리용게살새우볶음밥(재),,
2BA03239,커리용닭가슴살볶음밥(재),,
2BA03240,철판야채볶음밥(재),,
2BA03241,철판새우볶음밥(재),,
2BA03243,철판게살볶음밥(재),,
2BA03244,철판상하이볶음(재),,
2BA03245,깍두기밥5kg(재),,
2BA03246,무명식당뿌리채소영양밥5kg(재),,
2BA03250,NEW새우볶음밥300g(재),,
2BA03257,옥수수볶음밥JB 1kg(재),,
2BA03258,병아리콩베이스밥3kg(재),,
2BA03259,찰보리버터향리조또E(재),,
2BA03260,요리하다해물철판볶음밥(재),,
2BA03266,하나로치킨카레볶음밥(재),,
2BA03267,하나로돈육짜장볶음밥(재),,
2BA03268,요리하다오삼불고기볶음밥(재),,
2BA03269,전복볶음밥(재),,
2BA03271,하나로햄야채볶음밥(재),,
2BA03272,하나로새우볶음밥(재),,
2BA03273,하나로치킨데리야끼볶음밥(재),,
2BA03274,하나로해물볶음밥(재),,
2BA03277,샤이바나베이스밥(재),,
2BA03278,AAF치즈불고기볶음밥(알밥)(재),,
2BA03279,탄두리닭가슴살현미볶음밥H 5kg(재),,
2BA03280,야채현미밥H5kg(재),,
2BA03281,취나물현미밥5kg(재),,
2BA03282,퀴노아렌틸콩현미볶음밥5kg(재),,
2BA03284,곤드레나물밥H5kg(재),,
2BA03285,콩콩푸드밥5kg(재),,
2BA03286,어수리나물밥5kg(재),,
2BA03287,찰현미새우볶음밥5kg(재),,
2BA03288,한그릇연근우엉밥3kg(재),,
2BA03289,갈릭라이스S 200g(재),,
2BA03291,AAF게살새우볶음밥(미니팩)(재),,
2BA03292,AAF치즈불고기볶음밥(미니팩)(재),,
2BA03293,AAF불곱창깍두기볶음밥(미니팩)(재),,
2BA03294,새우명란볶음밥(재),,
2BA03295,게살장볶음밥(재),,
2BA03297,비비고새우볶음밥(홈플)(재),,
2BA03299,날치알이톡톡터지는알밥(알밥)(재),,
2BA03300,쟌슨빌소시지볶음밥(알밥)(재),,
2BA03301,비비고불고기비빔밥/알밥(롯데)(재),,
2BA03303,셰프리볶음밥(재),,
2BA03304,마음심은장조림볶음밥(재),,
2BA03305,마음심은곱창깍두기볶음밥(재),,
2BA03306,마음심은갈릭버터새우볶음밥(재),,
2BA03307,마음심은불고기볶음밥(재),,
2BA03308,타이풍볶음밥E(재),,
2BA03309,짬뽕볶음밥E(재),,
2BA03310,쟌슨빌소시지볶음밥(미니팩)(재),,
2BA03315,위즈메택불고기맛볶음밥(재),,
2BA03316,위즈메택김치볶음밥(재),,
2BA03317,위즈메택새우볶음밥(재),,
2BA03318,문어베이스밥(재),,
2BA03319,하남돼지집김치볶음밥(재),,
2BA03321,치즈불닭볶음밥(재),,
2BA03322,게살새우볶음밥(재),,
2BA03323,해물철판볶음밥(재),,
2BA03325,비비고강된장보리비빔밥(감자보리밥)(알밥)(재),,
2BA03333,AAF치즈불고기볶음밥/스탠딩파우치(재),,
2BA03339,굿프랜즈치즈불고기볶음밥(재),,
2BA03340,오삼불고기볶음밥(시아스)(재),,
2BA03342,장조림버터밥(롯데)(재),,
2BA03348,불곱창깍두기볶음밥-M(재),,
2BA03349,담두낙지볶음밥(재),,
2BA03350,담두새우볶음밥(재),,
2BA03352,담두김치볶음밥(재),,
2BA03365,NEW비비고새우볶음밥210g(알밥)(재),,
2BA03367,보리리조또베이스E(재),,
2BA03368,치즈스테이크볶음밥(재),,
2BA03370,팔도야채볶음밥(알밥)(재),,
2BA03372,볶음밥베이스E(재),,
2BA03373,비비고햄야채볶음밥200g(알밥)(재),,
2BA03378,매콤낙지볶음밥(노브랜드)/7개입(재),,
2BA03379,닭가슴살볶음밥(노브랜드)/7개입(재),,
2BA03380,정다래햄야채볶음밥(재),,
2BA03381,AAF곤드레나물밥(알밥)-NEW(재),,
2BA03389,게살볶음밥E(재),,
2BA03394,오양햄야채볶음밥(재),,
2BA03396,오양낙지볶음밥(재),,
2BA03398,오양치킨데리야끼볶음밥(재),,
2BA03415,한가득낙지볶음밥(재),,
2BA03470,signature 소불고기볶음밥(재),,
2BA03477,signature 낙지볶음밥(알밥)(재),,
2BA03511,(쿠팡)곰곰대패삼겹볶음밥(재),,
2BA03577,중국집볶음밥(알밥)(재),,
2BA03580,중화볶음밥-FN(재),,
2BA03596,갈릭시즐링라이스 3kg(재),,
2BA04003,카모메냉동우동면8각/반개면(재),,
2C301013,고소쌈장(튜브)(재),,
2D001002,모노치즈허니월넛크림치즈(재),,
2D001003,모노치즈플레인크림치즈(재),,
