고객번호,물품대분류,두번째구매까지기간
201905070886493,2단계,91
201905070886495,어른_생활용품,28
201905070886511,아이_생활용품,84
201905070886513,수유용품,0
201905070886530,어른_생활용품,83
201905070886541,1단계,0
201905070886559,4단계,326
201905070886560,4단계,71
201905070886571,어른_생활용품,0
201905070886573,3단계,68
201905070886574,화장품,0
201905070886577,티슈,138
201905070886578,3단계,28
201905070886581,수유용품,15
201905070886583,티슈,95
201905070886617,어른_생활용품,34
201905070886626,이벤트,0
201905070886635,수유용품,17
201905070886637,4단계,61
201905070886638,이벤트,80
201905070886644,청결용품,0
201905070886650,2단계,65
201905070886652,4단계,149
201905070886657,2단계,43
201905070886663,1단계,29
201905070886672,3단계,66
201905070886673,이벤트,77
201905070886675,5단계,224
201905070886676,수유용품,47
201905070886679,청결용품,0
201905070886685,티슈,102
201905070886699,4단계,118
201905070886710,아이_생활용품,8
201905070886729,2단계,10
201905070886738,3단계,87
201905070886749,이벤트,88
201905070886768,이벤트,14
201905070886769,화장품,0
201905070886792,이벤트,11
201905070886799,어른_생활용품,66
201905070886803,2단계,37
201905070886819,티슈,66
201905070886821,수유용품,181
201905070886826,3단계,27
201905070886827,3단계,25
201905070886830,이벤트,83
201905070886841,수유용품,52
201905070886846,청결용품,0
201905070886847,이벤트,0
201905070886856,아이_생활용품,423
201905070886866,수유용품,128
201905070886867,수유용품,36
201905070886874,수유용품,0
201905070886879,1단계,11
201905070886886,주방용품,73
201905070886903,수유용품,0
201905070886910,수유용품,38
201905070886922,5단계,29
201905070886929,3단계,1
201905070886931,주방용품,0
201905070886932,이벤트,160
201905070886935,이벤트,27
201905070886936,1단계,20
201905070886953,수유용품,15
201905070886958,이벤트,25
201905070886985,이벤트,186
201905070886987,2단계,33
201905070886992,화장품,0
201905070887005,어른_생활용품,240
201905070887006,2단계,51
201905070887014,이벤트,0
201905070887015,주방용품,0
201905070887019,이벤트,2
201905070887020,티슈,115
201905070887021,1단계,53
201905070887026,1단계,26
201905070887030,아이_생활용품,32
201905070887036,1단계,34
201905070887038,이벤트,53
201905070887042,이벤트,26
201905070887048,이벤트,49
201905070887052,청결용품,0
201905070887053,5단계,56
201905070887055,이벤트,56
201905070887057,이벤트,101
201905070887063,이벤트,4
201905070887065,1단계,0
201905070887068,수유용품,72
201905070887069,이벤트,11
201905070887070,이벤트,0
201905070887089,수유용품,79
201905070887098,주방용품,0
201905080887100,이벤트,0
201905080887101,이벤트,0
201905080887107,1단계,14
201905080887119,4단계,12
201905080887122,티슈,25
201905080887126,5단계,22
201905080887128,티슈,0
201905080887144,3단계,60
201905080887149,1단계,36
201905080887150,3단계,12
201905080887158,1단계,33
201905080887162,수유용품,46
201905080887171,어른_생활용품,107
201905080887172,화장품,0
201905080887175,이벤트,0
201905080887210,3단계,18
201905080887215,수유용품,1
201905080887221,수유용품,58
201905080887230,3단계,222
201905080887240,6단계,22
201905080887263,어른_생활용품,112
201905080887264,아이_생활용품,0
201905080887272,티슈,47
201905080887285,수유용품,48
201905080887303,이벤트,250
201905080887354,이벤트,180
201905080887356,생리대,29
201905080887361,어른_생활용품,0
201905080887364,티슈,0
201905080887367,수유용품,0
201905080887373,3단계,50
201905080887374,이벤트,141
201905080887390,수유용품,252
201905080887396,수유용품,10
201905080887415,티슈,95
201905080887417,수유용품,144
201905080887432,2단계,223
201905080887476,어른_생활용품,20
201905080887483,티슈,18
201905080887493,청결용품,246
201905080887511,티슈,0
201905080887525,2단계,154
201905080887547,수유용품,145
201905080887552,3단계,7
201905080887558,주방용품,73
201905080887561,1단계,86
201905080887576,청결용품,0
201905080887579,2단계,0
201905080887581,2단계,155
201905080887589,1단계,26
201905080887593,수유용품,26
201905080887618,수유용품,2
201905080887619,수유용품,0
201905080887622,아이_생활용품,45
201905080887637,수유용품,5
201905080887639,주방용품,0
201905080887643,주방용품,0
201905080887644,청결용품,94
201905080887648,4단계,33
201905080887650,티슈,45
201905080887667,수유용품,143
201905080887678,3단계,133
201905080887680,2단계,136
201905080887695,주방용품,0
201905080887713,이벤트,18
201905080887737,수유용품,12
201905080887740,2단계,336
201905080887748,화장품,0
201905080887752,1단계,26
201905080887758,수유용품,0
201905080887761,어른_생활용품,60
201905080887763,2단계,20
201905080887771,수유용품,37
201905080887773,1단계,101
201905080887789,이벤트,25
201905080887792,수유용품,17
201905080887805,수유용품,19
201905080887820,이벤트,0
201905080887821,3단계,69
201905080887827,어른_생활용품,45
201905080887839,수유용품,25
201905080887847,4단계,34
201905080887873,청결용품,0
201905080887877,이벤트,21
201905080887880,2단계,105
201905080887887,2단계,14
201905080887890,티슈,31
201905090887894,5단계,20
201905090887904,청결용품,0
201905090887906,1단계,50
201905090887913,아이_생활용품,0
201905090887914,이벤트,114
201905090887938,3단계,14
201905090887944,청결용품,101
201905090887956,수유용품,0
201905090887960,이벤트,114
201905090887966,2단계,69
201905090887982,2단계,177
201905090888002,주방용품,43
201905090888007,이벤트,52
201905090888008,이벤트,25
201905090888013,1단계,33
201905090888023,2단계,25
201905090888029,수유용품,15
201905090888035,3단계,17
201905090888039,3단계,117
201905090888056,티슈,22
201905090888059,화장품,0
201905090888060,2단계,39
201905090888076,3단계,36
201905090888082,주방용품,0
201905090888087,2단계,33
201905090888099,티슈,28
201905090888106,어른_생활용품,154
201905090888107,3단계,186
201905090888123,음식,157
201905090888124,이벤트,106
201905090888133,2단계,34
201905090888136,수유용품,180
201905090888164,2단계,21
201905090888210,수유용품,0
201905090888211,2단계,47
201905090888212,2단계,32
201905090888213,마스크,24
201905090888214,이벤트,72
201905090888220,이벤트,151
201905090888222,수유용품,150
201905090888225,수유용품,174
201905090888228,수유용품,0
201905090888234,수유용품,0
201905090888256,생리대,0
201905090888271,수유용품,36
201905090888273,티슈,48
201905090888291,수유용품,0
201905090888297,수유용품,0
201905090888302,수유용품,52
201905090888311,이벤트,141
201905090888340,어른_생활용품,120
201905090888350,수유용품,113
201905090888358,3단계,0
201905090888359,이벤트,33
201905090888372,아이_생활용품,0
201905090888382,이벤트,0
201905090888388,이벤트,33
201905090888392,수유용품,126
201905090888405,이벤트,0
201905090888421,2단계,29
201905090888425,이벤트,65
201905090888441,이벤트,152
201905090888447,3단계,0
201905090888451,수유용품,202
201905090888472,수유용품,1
201905090888474,3단계,0
201905090888475,수유용품,0
201905090888479,4단계,13
201905090888480,주방용품,22
201905090888494,이벤트,17
201905090888495,3단계,96
201905090888505,5단계,21
201905090888519,4단계,223
201905090888535,이벤트,54
201905090888544,청결용품,35
201905090888545,2단계,194
201905090888550,3단계,20
201905090888552,티슈,306
201905090888558,티슈,162
201905090888562,3단계,26
201905090888571,4단계,54
201905090888580,5단계,187
201905090888586,티슈,101
201905090888588,3단계,142
201905090888589,어른_생활용품,16
201905090888598,수유용품,42
201905090888599,수유용품,0
201905090888610,화장품,0
201905090888614,1단계,0
201905090888616,청결용품,0
201905090888631,이벤트,0
201905090888653,아이_생활용품,0
201905090888656,2단계,33
201905090888665,청결용품,4
201905090888671,이벤트,0
201905090888677,수유용품,0
201905090888682,3단계,151
201905090888683,이벤트,0
201905090888705,3단계,199
201905090888707,3단계,20
201905100888723,티슈,33
201905100888729,수유용품,66
201905100888731,4단계,5
201905100888741,2단계,76
201905100888744,수유용품,104
201905100888759,수유용품,126
201905100888766,이벤트,90
201905100888767,이벤트,0
201905100888789,2단계,64
201905100888790,어른_생활용품,46
201905100888797,4단계,93
201905100888799,이벤트,21
201905100888807,2단계,10
201905100888828,3단계,53
201905100888832,5단계,269
201905100888834,3단계,146
201905100888836,주방용품,28
201905100888861,6단계,129
201905100888873,3단계,152
201905100888879,마스크,5
201905100888893,3단계,87
201905100888900,이벤트,164
201905100888928,3단계,36
201905100888932,2단계,10
201905100888948,이벤트,0
201905100888950,수유용품,44
201905100888958,2단계,0
201905100888963,이벤트,0
201905100888971,아이_생활용품,6
201905100888979,화장품,0
201905100888987,2단계,111
201905100888999,주방용품,0
201905100889005,장난감,139
201905100889010,화장품,0
201905100889031,생리대,116
201905100889036,이벤트,0
201905100889046,2단계,44
201905100889091,이벤트,159
201905100889099,2단계,9
201905100889103,4단계,68
201905100889112,5단계,12
201905100889116,4단계,29
201905100889117,3단계,231
201905100889121,2단계,13
201905100889124,티슈,0
201905100889129,2단계,22
201905100889138,수유용품,138
201905100889161,수유용품,0
201905100889179,이벤트,0
201905100889183,3단계,20
201905100889206,이벤트,26
201905100889214,이벤트,0
201905100889215,수유용품,84
201905100889225,2단계,32
201905100889236,수유용품,85
201905100889238,이벤트,180
201905100889241,청결용품,0
201905100889250,3단계,54
201905100889252,수유용품,26
201905100889257,3단계,74
201905100889258,수유용품,63
201905100889263,수유용품,40
201905100889268,주방용품,0
201905100889281,1단계,19
201905100889289,수유용품,0
201905100889305,이벤트,38
201905100889312,장난감,152
201905100889315,2단계,71
201905100889320,2단계,194
201905100889322,수유용품,37
201905100889324,티슈,0
201905100889330,이벤트,28
201905100889333,아이_생활용품,259
201905100889342,이벤트,289
201905100889357,수유용품,0
201905100889360,2단계,235
201905100889374,이벤트,0
201905100889381,수유용품,68
201905100889399,수유용품,0
201905100889402,2단계,27
201905100889408,2단계,6
201905100889417,수유용품,4
201905100889423,화장품,0
201905100889427,2단계,0
201905100889449,이벤트,39
201905100889452,이벤트,0
201905100889459,티슈,90
201905100889487,어른_생활용품,153
201905100889494,이벤트,40
201905100889502,티슈,0
201905100889507,2단계,62
201905100889516,4단계,120
201905100889526,3단계,0
201905100889527,티슈,0
201905100889542,1단계,1
201905100889544,수유용품,0
201905100889546,수유용품,0
201905110889550,수유용품,164
201905110889558,2단계,41
201905110889568,이벤트,7
201905110889586,2단계,11
201905110889594,3단계,201
201905110889603,어른_생활용품,72
201905110889613,4단계,18
201905110889615,생리대,0
201905110889626,수유용품,0
201905110889627,2단계,33
201905110889628,6단계,56
201905110889669,이벤트,1
201905110889680,이벤트,292
201905110889692,1단계,70
201905110889728,4단계,131
201905110889761,이벤트,0
201905110889779,2단계,40
201905110889784,티슈,0
201905110889794,청결용품,0
201905110889806,주방용품,17
201905110889823,1단계,61
201905110889831,4단계,25
201905110889859,5단계,99
201905110889873,수유용품,63
201905110889878,주방용품,46
201905110889893,수유용품,40
201905110889909,이벤트,30
201905110889911,수유용품,44
201905110889912,화장품,0
201905110889933,2단계,226
201905110889955,청결용품,1
201905110889961,수유용품,178
201905110889969,2단계,0
201905110889992,이벤트,0
201905110889996,2단계,59
201905110890001,2단계,187
201905110890010,티슈,47
201905110890033,수유용품,66
201905110890048,생리대,140
201905110890053,수유용품,6
201905110890062,수유용품,0
201905110890070,3단계,110
201905110890077,이벤트,0
201905110890084,화장품,46
201905110890105,화장품,221
201905110890108,1단계,412
201905110890114,이벤트,377
201905110890121,수유용품,0
201905110890124,1단계,142
201905110890134,티슈,0
201905110890143,주방용품,119
201905110890148,6단계,0
201905110890162,수유용품,41
