고객번호,물품대분류,두번째구매까지기간
201904220877528,2단계,15
201904220877534,이벤트,452
201904220877539,2단계,54
201904220877560,5단계,365
201904220877567,2단계,38
201904220877568,2단계,0
201904220877575,티슈,26
201904220877576,수유용품,0
201904220877577,4단계,31
201904220877579,2단계,0
201904220877591,어른_생활용품,0
201904220877611,이벤트,10
201904220877619,티슈,224
201904220877635,3단계,34
201904220877641,티슈,16
201904220877649,이벤트,40
201904220877650,2단계,92
201904220877652,아이_생활용품,0
201904220877666,3단계,16
201904220877674,주방용품,0
201904220877682,수유용품,236
201904220877683,2단계,184
201904220877686,4단계,81
201904220877687,수유용품,31
201904220877691,수유용품,4
201904220877701,이벤트,294
201904220877704,3단계,18
201904220877706,이벤트,17
201904220877707,2단계,240
201904220877721,3단계,11
201904220877724,2단계,18
201904220877725,수유용품,0
201904220877743,수유용품,8
201904220877748,이벤트,142
201904220877777,이벤트,54
201904220877779,주방용품,0
201904220877786,이벤트,0
201904220877792,수유용품,149
201904220877803,수유용품,65
201904220877811,어른_생활용품,185
201904220877824,아이_생활용품,106
201904220877829,5단계,2
201904220877830,수유용품,186
201904220877841,2단계,16
201904220877851,이벤트,0
201904220877852,3단계,47
201904220877855,수유용품,0
201904220877857,수유용품,42
201904220877860,3단계,0
201904220877861,이벤트,0
201904220877865,이벤트,96
201904220877866,3단계,18
201904220877874,3단계,27
201904220877882,수유용품,22
201904220877897,어른_생활용품,63
201904220877907,2단계,18
201904220877916,화장품,0
201904220877924,어른_생활용품,0
201904220877925,5단계,148
201904220877945,수유용품,0
201904220877948,화장품,0
201904220877952,이벤트,303
201904220877953,이벤트,23
201904220877958,수유용품,180
201904220877961,생리대,0
201904220877992,화장품,0
201904220878009,수유용품,211
201904220878023,2단계,63
201904220878024,이벤트,84
201904220878026,이벤트,80
201904220878035,수유용품,50
201904220878036,6단계,55
201904220878063,이벤트,11
201904220878065,아이_생활용품,120
201904220878068,3단계,19
201904220878069,4단계,14
201904230878073,4단계,46
201904230878088,2단계,0
201904230878089,4단계,7
201904230878102,화장품,379
201904230878112,3단계,17
201904230878117,5단계,58
201904230878131,수유용품,34
201904230878143,아이_생활용품,144
201904230878161,이벤트,0
201904230878178,4단계,344
201904230878181,티슈,403
201904230878206,이벤트,122
201904230878217,이벤트,180
201904230878248,2단계,0
201904230878266,수유용품,66
201904230878269,5단계,93
201904230878271,수유용품,0
201904230878272,2단계,73
201904230878279,2단계,97
201904230878298,청결용품,0
201904230878300,4단계,112
201904230878301,주방용품,37
201904230878304,1단계,14
201904230878307,5단계,83
201904230878322,1단계,49
201904230878330,이벤트,124
201904230878347,3단계,38
201904230878352,수유용품,6
201904230878354,이벤트,0
201904230878355,청결용품,0
201904230878372,4단계,135
201904230878381,티슈,143
201904230878384,수유용품,139
201904230878389,수유용품,224
201904230878418,주방용품,170
201904230878458,수유용품,0
201904230878461,1단계,72
201904230878474,어른_생활용품,0
201904230878500,아이_생활용품,21
201904230878507,수유용품,104
201904230878510,수유용품,83
201904230878519,이벤트,65
201904230878523,2단계,116
201904230878525,화장품,99
201904230878537,4단계,35
201904230878538,4단계,7
201904230878547,수유용품,0
201904230878550,2단계,0
201904230878553,3단계,66
201904230878574,마스크,155
201904230878586,4단계,22
201904230878602,2단계,27
201904230878616,아이_생활용품,0
201904230878639,수유용품,3
201904230878648,수유용품,145
201904230878649,2단계,42
201904230878656,수유용품,0
201904230878661,4단계,180
201904230878699,3단계,29
201904230878708,티슈,0
201904230878714,주방용품,137
201904230878719,4단계,61
201904230878736,생리대,233
201904230878738,3단계,178
201904230878741,생리대,0
201904230878745,이벤트,0
201904230878749,이벤트,20
201904230878755,수유용품,12
201904230878773,청결용품,32
201904230878774,3단계,46
201904240878792,생리대,7
201904240878793,4단계,33
201904240878795,수유용품,8
201904240878798,2단계,139
201904240878799,수유용품,109
201904240878805,생리대,48
201904240878809,3단계,46
201904240878811,4단계,75
201904240878812,이벤트,87
201904240878814,청결용품,0
201904240878817,티슈,162
201904240878820,수유용품,0
201904240878822,수유용품,0
201904240878823,생리대,135
201904240878828,3단계,35
201904240878843,수유용품,0
201904240878845,수유용품,30
201904240878851,2단계,34
201904240878894,3단계,28
201904240878919,수유용품,207
201904240878947,3단계,52
201904240878948,이벤트,73
201904240878952,티슈,15
201904240878961,4단계,148
201904240878963,5단계,57
201904240878964,4단계,52
201904240878965,2단계,69
201904240878970,수유용품,44
201904240878987,3단계,29
201904240878992,아이_생활용품,32
201904240879003,3단계,34
201904240879007,4단계,72
201904240879019,수유용품,67
201904240879023,1단계,46
201904240879031,아이_생활용품,5
201904240879036,3단계,165
201904240879037,어른_생활용품,0
201904240879039,4단계,88
201904240879044,아이_생활용품,0
201904240879049,2단계,69
201904240879053,수유용품,0
201904240879054,어른_생활용품,196
201904240879081,4단계,37
201904240879104,청결용품,0
201904240879109,수유용품,94
201904240879116,아이_생활용품,174
201904240879119,1단계,1
201904240879124,4단계,23
201904240879141,이벤트,0
201904240879145,4단계,26
201904240879151,2단계,37
201904240879162,이벤트,94
201904240879172,이벤트,45
201904240879184,이벤트,74
201904240879193,티슈,248
201904240879195,청결용품,162
201904240879216,이벤트,97
201904240879217,2단계,293
201904240879252,생리대,0
201904240879264,이벤트,0
201904240879284,2단계,170
201904240879287,주방용품,226
201904240879316,이벤트,78
201904240879322,2단계,49
201904240879339,수유용품,79
201904240879343,수유용품,42
201904240879349,수유용품,0
201904240879352,수유용품,67
201904260879459,어른_생활용품,109
201904260879475,생리대,54
201904260879499,이벤트,0
201904260879512,3단계,29
201904260879549,이벤트,0
201904260879564,2단계,42
201904260879583,이벤트,0
201904260879612,이벤트,0
201904270879632,1단계,13
201904270879670,3단계,21
201904270879754,3단계,346
201904270879793,생리대,125
201904270879796,4단계,112
201904270879802,4단계,72
201904270879804,3단계,57
201904270879805,3단계,25
201904270879811,이벤트,78
201904270879812,2단계,181
201904270879818,2단계,30
201904270879819,3단계,84
201904270879835,청결용품,0
201904270879840,어른_생활용품,0
201904270879852,2단계,0
201904270879855,아이_생활용품,203
201904270879856,2단계,0
201904280879859,이벤트,57
201904280879864,생리대,33
201904280879873,3단계,0
201904280879883,티슈,77
201904280879887,3단계,18
201904280879890,이벤트,0
201904280879893,2단계,48
201904280879899,수유용품,27
201904280879902,청결용품,0
201904280879913,이벤트,14
201904280879921,3단계,11
201904280879922,수유용품,0
201904280879925,아이_생활용품,64
201904280879926,아이_생활용품,0
201904280879928,5단계,23
201904280879940,주방용품,40
201904280879954,티슈,278
201904280879982,이벤트,0
201904280879988,아이_생활용품,69
201904280879995,수유용품,4
201904280880008,이벤트,27
201904280880012,4단계,1
201904280880031,이벤트,4
201904280880038,어른_생활용품,0
201904280880063,아이_생활용품,15
201904280880090,청결용품,0
201904280880108,2단계,181
201904280880111,이벤트,0
201904280880119,수유용품,59
201904280880120,수유용품,98
201904280880124,수유용품,0
201904280880133,수유용품,0
201904280880134,3단계,32
201904280880140,2단계,183
201904280880150,3단계,11
201904280880155,2단계,76
201904280880162,5단계,0
201904280880169,주방용품,54
201904280880175,수유용품,0
201904280880176,2단계,10
201904280880188,주방용품,123
201904280880189,이벤트,180
201904280880192,수유용품,183
201904280880202,1단계,25
201904280880218,이벤트,0
201904280880229,3단계,0
201904280880234,3단계,25
201904280880237,수유용품,73
201904280880253,티슈,216
201904280880255,화장품,0
201904280880256,이벤트,0
201904280880270,3단계,77
201904280880291,어른_생활용품,246
201904280880310,2단계,7
201904280880313,4단계,127
201904280880314,5단계,14
201904280880316,청결용품,31
201904280880318,2단계,19
201904280880321,수유용품,34
201904280880322,수유용품,0
201904280880325,5단계,41
201904280880334,이벤트,119
201904280880342,3단계,37
201904280880347,2단계,32
201904280880350,티슈,169
201904280880357,4단계,38
201904280880364,3단계,0
201904280880375,티슈,0
201904280880397,4단계,166
201904280880398,2단계,0
201904280880409,4단계,0
201904280880412,5단계,252
201904290880423,이벤트,99
201904290880427,이벤트,0
201904290880432,주방용품,0
201904290880434,이벤트,8
201904290880436,3단계,0
201904290880437,3단계,141
201904290880452,1단계,50
201904290880454,이벤트,113
201904290880458,1단계,21
201904290880461,2단계,323
201904290880464,수유용품,113
201904290880468,이벤트,21
201904290880471,이벤트,16
201904290880474,수유용품,33
201904290880489,수유용품,17
201904290880491,수유용품,0
201904290880494,3단계,11
201904290880502,3단계,19
201904290880503,1단계,16
201904290880524,2단계,85
201904290880533,2단계,18
201904290880539,이벤트,53
201904290880541,이벤트,0
201904290880546,4단계,49
201904290880551,수유용품,0
201904290880553,3단계,120
201904290880563,마스크,0
201904290880564,수유용품,0
201904290880570,이벤트,12
201904290880576,티슈,134
201904290880577,이벤트,99
201904290880590,이벤트,296
201904290880593,이벤트,63
201904290880595,수유용품,13
201904290880596,2단계,55
201904290880604,티슈,233
201904290880610,티슈,0
201904290880618,주방용품,73
201904290880622,수유용품,0
201904290880625,2단계,119
201904290880632,5단계,11
201904290880644,이벤트,61
201904290880674,3단계,73
201904290880681,4단계,31
201904290880684,2단계,33
201904290880686,3단계,242
201904290880699,이벤트,48
201904290880701,수유용품,140
201904290880705,아이_생활용품,48
201904290880722,3단계,144
201904290880726,어른_생활용품,227
201904290880738,이벤트,20
201904290880741,이벤트,110
201904290880742,주방용품,0
201904290880745,이벤트,44
201904290880760,3단계,0
201904290880764,2단계,187
201904290880766,2단계,88
201904290880767,수유용품,0
201904290880769,생리대,0
201904290880772,1단계,167
201904290880774,수유용품,0
201904290880775,3단계,29
201904290880776,수유용품,257
201904290880785,1단계,74
201904290880791,4단계,19
201904290880798,5단계,68
201904290880812,수유용품,0
201904290880820,아이_생활용품,106
201904290880823,수유용품,45
201904290880830,마스크,0
201904290880834,이벤트,143
201904290880857,청결용품,0
201904290880866,3단계,1
201904290880870,수유용품,0
201904290880878,4단계,106
201904290880880,5단계,0
201904290880888,수유용품,0
201904290880893,3단계,10
201904290880897,이벤트,213
201904290880911,2단계,91
201904290880914,3단계,21
201904290880915,이벤트,132
201904290880925,수유용품,33
201904290880960,3단계,150
201904290880979,2단계,14
201904290880993,어른_생활용품,130
201904290881007,주방용품,32
201904290881008,5단계,39
201904290881010,청결용품,223
201904290881017,이벤트,45
201904290881022,3단계,22
201904290881023,2단계,0
201904290881026,티슈,0
201904290881027,화장품,19
201904290881030,1단계,139
201904290881032,이벤트,1
201904290881034,2단계,26
201904290881041,2단계,45
201904290881047,티슈,149
201904290881048,이벤트,1
201904290881054,티슈,34
201904290881073,3단계,79
201904290881074,수유용품,31
201904290881081,이벤트,42
201904290881087,수유용품,17
201904290881098,1단계,126
201904290881099,어른_생활용품,82
201904290881100,5단계,23
201904290881108,티슈,85
201904290881119,수유용품,91
201904290881124,수유용품,1
201904290881139,티슈,20
201904290881140,4단계,234
201904290881148,3단계,26
201904290881153,수유용품,5
201904290881156,아이_생활용품,21
201904290881170,3단계,16
201904290881178,수유용품,30
201904290881181,2단계,0
201904290881189,티슈,289
201904290881201,4단계,14
201904290881202,이벤트,0
201904290881204,티슈,51
201904290881210,2단계,16
201904290881211,5단계,154
201904290881212,어른_생활용품,0
201904290881216,4단계,15
201904290881219,2단계,196
201904290881221,티슈,90
201904290881239,주방용품,16
201904290881240,5단계,96
201904290881243,어른_생활용품,162
201904290881252,4단계,207
201904290881287,어른_생활용품,0
201904290881288,4단계,103
201904290881289,수유용품,58
201904290881296,수유용품,155
201904290881297,아이_생활용품,0
201904290881315,4단계,20
201904290881316,수유용품,90
201904290881318,수유용품,0
201904290881320,어른_생활용품,42
201904290881331,6단계,58
201904290881332,4단계,9
201904290881338,이벤트,70
201904300881346,이벤트,127
201904300881349,2단계,23
201904300881356,음식,0
201904300881359,이벤트,0
201904300881372,이벤트,7
201904300881378,3단계,39
201904300881394,3단계,59
201904300881396,1단계,59
201904300881402,이벤트,0
201904300881404,티슈,47
201904300881409,2단계,384
201904300881428,이벤트,0
201904300881431,화장품,0
201904300881437,2단계,0
201904300881438,티슈,246
201904300881441,수유용품,24
201904300881454,어른_생활용품,0
201904300881459,아이_생활용품,31
201904300881460,3단계,62
201904300881465,아이_생활용품,125
201904300881478,3단계,296
201904300881484,어른_생활용품,84
201904300881486,수유용품,102
201904300881510,생리대,0
201904300881515,5단계,37
201904300881523,이벤트,0
201904300881526,화장품,0
201904300881532,4단계,69
201904300881538,1단계,41
201904300881540,3단계,173
201904300881555,생리대,0
201904300881556,4단계,75
201904300881562,이벤트,63
201904300881581,티슈,68
201904300881602,수유용품,65
201904300881615,2단계,21
201904300881618,어른_생활용품,0
201904300881619,2단계,54
201904300881630,3단계,0
201904300881631,5단계,0
201904300881632,3단계,45
201904300881641,티슈,4
201904300881646,2단계,56
201904300881656,2단계,70
201904300881657,2단계,168
201904300881667,이벤트,20
201904300881670,2단계,58
201904300881679,아이_생활용품,84
201904300881700,청결용품,9
201904300881703,주방용품,53
201904300881705,2단계,0
201904300881709,2단계,27
201904300881718,5단계,0
201904300881720,화장품,0
201904300881726,수유용품,103
201904300881732,수유용품,0
201904300881739,4단계,32
201904300881746,2단계,95
201904300881754,생리대,0
201904300881756,수유용품,46
201904300881771,3단계,55
201904300881786,5단계,70
201904300881792,티슈,123
201904300881808,화장품,35
201904300881812,티슈,28
201904300881814,주방용품,143
201904300881816,4단계,95
201904300881836,생리대,0
201904300881845,이벤트,282
201904300881851,3단계,31
201904300881855,화장품,24
201904300881863,2단계,18
201904300881883,아이_생활용품,224
201904300881888,이벤트,44
201904300881900,수유용품,194
201904300881913,이벤트,78
201904300881916,4단계,53
201904300881925,2단계,42
201904300881926,티슈,16
201904300881927,4단계,93
201904300881929,이벤트,0
201904300881930,티슈,0
201904300881946,3단계,49
201904300881955,티슈,3
201904300881988,1단계,77
201904300881990,3단계,13
201904300882007,수유용품,17
201904300882010,주방용품,0
201904300882011,주방용품,53
201904300882013,2단계,0
201904300882014,수유용품,45
201904300882020,이벤트,221
201904300882037,이벤트,0
201904300882042,이벤트,26
201904300882043,주방용품,0
201904300882047,수유용품,0
201904300882052,1단계,52
201904300882064,수유용품,84
201904300882068,6단계,40
201904300882069,생리대,0
201904300882073,2단계,18
201904300882075,수유용품,83
201904300882096,수유용품,0
201904300882103,이벤트,33
201904300882118,4단계,17
201904300882121,수유용품,64
201904300882122,티슈,9
201904300882130,수유용품,116
201904300882135,수유용품,0
201904300882141,6단계,53
201904300882144,3단계,87
201905010882157,수유용품,11
201905010882158,이벤트,106
201905010882160,1단계,26
201905010882180,2단계,34
201905010882184,2단계,0
201905010882191,아이_생활용품,26
201905010882199,이벤트,102
201905010882210,2단계,75
201905010882218,2단계,97
201905010882224,2단계,36
201905010882226,3단계,79
201905010882235,티슈,78
201905010882238,티슈,12
201905010882243,수유용품,56
201905010882250,티슈,77
201905010882251,생리대,40
201905010882260,티슈,33
201905010882263,아이_생활용품,16
201905010882272,이벤트,0
201905010882274,수유용품,5
201905010882284,아이_생활용품,8
201905010882292,4단계,28
201905010882298,수유용품,8
201905010882307,1단계,77
201905010882318,3단계,0
201905010882326,아이_생활용품,78
201905010882328,2단계,29
201905010882332,티슈,30
201905010882336,3단계,230
201905010882337,2단계,314
201905010882341,생리대,0
201905010882342,이벤트,20
201905010882343,생리대,132
201905010882351,티슈,32
201905010882366,수유용품,0
201905010882389,주방용품,145
201905010882393,이벤트,8
201905010882408,2단계,28
201905010882416,수유용품,49
201905010882427,이벤트,0
201905010882429,수유용품,120
201905010882438,수유용품,0
201905010882445,이벤트,1
201905010882447,이벤트,217
201905010882461,3단계,70
201905010882468,이벤트,0
201905010882480,생리대,272
201905010882497,이벤트,24
201905010882499,아이_생활용품,79
201905010882518,2단계,89
201905010882525,수유용품,192
201905010882530,1단계,33
201905010882535,1단계,40
201905010882544,주방용품,0
201905010882608,수유용품,2
201905010882621,이벤트,69
201905010882624,수유용품,27
201905010882627,음식,31
201905010882640,수유용품,145
201905010882645,수유용품,73
201905010882656,수유용품,140
201905010882658,2단계,45
201905010882673,아이_생활용품,183
201905010882677,1단계,25
201905010882680,청결용품,0
201905010882685,화장품,0
201905010882693,이벤트,11
201905010882705,이벤트,33
201905010882711,티슈,260
201905010882727,5단계,0
201905010882746,2단계,0
201905010882749,장난감,93
201905010882750,청결용품,282
201905010882763,이벤트,125
201905010882764,화장품,0
201905010882770,3단계,81
201905010882776,화장품,0
201905010882779,아이_생활용품,74
201905010882783,이벤트,0
201905010882787,수유용품,28
201905010882792,티슈,313
201905010882795,이벤트,36
201905010882807,이벤트,0
201905010882816,3단계,78
201905010882827,이벤트,91
201905010882828,이벤트,0
201905010882840,2단계,52
201905010882845,티슈,93
201905010882848,수유용품,55
201905010882849,주방용품,0
201905010882858,3단계,98
201905010882861,4단계,28
201905010882892,생리대,0
201905010882896,이벤트,6
201905020882906,이벤트,12
201905020882911,이벤트,11
201905020882918,1단계,144
201905020882953,수유용품,47
201905020882955,2단계,89
201905020882957,이벤트,279
201905020882964,3단계,91
201905020882965,수유용품,35
201905020882971,2단계,0
201905020882972,화장품,0
201905020882986,4단계,147
201905020882999,1단계,0
201905020883000,아이_생활용품,146
201905020883022,1단계,141
201905020883024,이벤트,7
201905020883028,2단계,77
201905020883039,수유용품,319
201905020883043,청결용품,0
201905020883057,아이_생활용품,0
201905020883060,티슈,0
201905020883081,수유용품,34
201905020883087,이벤트,28
201905020883092,주방용품,0
201905020883093,이벤트,7
201905020883104,이벤트,5
201905020883109,4단계,141
201905020883110,수유용품,0
201905020883116,아이_생활용품,0
201905020883117,1단계,0
201905020883124,2단계,101
201905020883125,3단계,66
201905020883129,티슈,1
201905020883138,티슈,0
201905020883139,어른_생활용품,182
201905020883148,수유용품,6
201905020883152,주방용품,36
201905020883163,티슈,0
201905020883164,4단계,111
201905020883165,이벤트,0
201905020883170,수유용품,172
201905020883174,3단계,70
201905020883192,1단계,144
201905020883194,2단계,25
201905020883199,3단계,16
201905020883203,수유용품,13
201905020883208,5단계,28
201905020883238,수유용품,87
201905020883239,이벤트,67
201905020883258,어른_생활용품,30
201905020883261,수유용품,4
201905020883268,티슈,222
201905020883269,이벤트,21
201905020883274,주방용품,24
201905020883280,이벤트,20
201905020883289,이벤트,181
201905020883292,수유용품,0
201905020883315,주방용품,30
201905020883317,수유용품,81
201905020883332,수유용품,186
201905020883339,이벤트,168
201905020883340,청결용품,31
201905020883347,이벤트,73
201905020883349,이벤트,0
201905020883363,청결용품,56
201905020883368,화장품,0
201905020883371,수유용품,128
201905020883373,2단계,10
201905020883391,수유용품,0
201905020883392,3단계,106
201905020883395,수유용품,5
201905020883403,주방용품,0
201905020883405,이벤트,44
201905020883414,어른_생활용품,8
201905020883415,수유용품,0
201905020883417,2단계,94
201905020883420,화장품,14
201905020883425,2단계,114
201905020883426,1단계,240
201905020883429,이벤트,3
201905020883449,이벤트,0
201905020883464,생리대,139
201905020883465,어른_생활용품,2
201905020883468,3단계,61
201905020883481,3단계,51
201905020883493,2단계,147
201905020883498,이벤트,0
201905020883500,4단계,0
201905020883502,3단계,96
201905020883503,2단계,0
201905020883505,1단계,424
201905020883524,5단계,21
201905020883535,수유용품,18
201905020883545,이벤트,152
201905020883549,수유용품,0
201905020883550,이벤트,0
201905020883562,이벤트,95
201905020883563,생리대,0
201905020883565,2단계,25
201905020883575,수유용품,60
201905020883576,4단계,39
201905020883578,2단계,0
201905020883596,1단계,14
201905020883600,4단계,117
201905020883604,이벤트,0
201905020883610,3단계,36
201905020883612,수유용품,82
201905020883633,수유용품,264
201905020883640,1단계,40
201905030883646,2단계,0
201905030883659,4단계,31
201905030883666,어른_생활용품,29
201905030883682,수유용품,112
201905030883687,티슈,0
201905030883699,이벤트,11
201905030883702,티슈,69
201905030883710,2단계,54
201905030883734,이벤트,0
201905030883749,이벤트,14
201905030883754,4단계,56
201905030883756,이벤트,1
201905030883783,주방용품,164
201905030883788,3단계,95
201905030883798,생리대,106
201905030883821,수유용품,77
201905030883825,이벤트,14
201905030883830,주방용품,65
201905030883851,수유용품,0
201905030883853,3단계,274
201905030883861,아이_생활용품,30
201905030883862,수유용품,0
201905030883866,수유용품,0
201905030883871,이벤트,0
201905030883885,수유용품,0
201905030883897,3단계,253
201905030883899,이벤트,31
201905030883902,수유용품,7
201905030883910,2단계,12
201905030883912,수유용품,77
201905030883918,수유용품,0
201905030883919,이벤트,0
201905030883939,수유용품,0
201905030883950,1단계,29
201905030883971,1단계,26
201905030883984,수유용품,110
201905030883988,수유용품,11
201905030884021,수유용품,25
201905030884024,1단계,56
201905030884031,수유용품,22
201905030884032,4단계,165
201905030884034,이벤트,0
201905030884056,수유용품,40
201905030884061,수유용품,11
201905030884089,2단계,62
201905030884090,1단계,30
201905030884100,2단계,45
201905030884101,아이_생활용품,59
201905030884111,5단계,369
201905030884113,수유용품,0
201905030884126,수유용품,87
201905030884129,아이_생활용품,4
201905030884152,생리대,87
201905030884156,주방용품,74
201905030884164,4단계,24
201905030884168,수유용품,0
201905030884176,수유용품,161
201905030884183,수유용품,7
201905030884184,이벤트,85
201905030884185,3단계,11
201905030884194,2단계,126
201905030884196,4단계,17
201905030884209,아이_생활용품,0
201905030884210,이벤트,0
201905030884211,이벤트,218
201905030884230,생리대,0
201905030884242,4단계,41
201905030884243,티슈,0
201905030884253,4단계,91
201905030884263,2단계,25
201905030884294,티슈,176
201905030884296,이벤트,34
201905030884299,이벤트,171
201905030884300,이벤트,0
201905030884302,수유용품,20
201905030884322,3단계,32
201905030884359,이벤트,49
201905030884362,이벤트,84
201905030884381,이벤트,0
201905030884382,수유용품,50
201905030884411,이벤트,117
201905030884419,화장품,194
201905030884420,4단계,21
201905030884422,티슈,56
201905030884438,이벤트,49
201905030884440,이벤트,73
201905030884441,이벤트,1
201905030884445,3단계,51
201905030884453,이벤트,27
201905040884489,수유용품,175
201905040884511,3단계,88
201905040884522,2단계,66
201905040884548,수유용품,0
201905040884551,4단계,30
201905040884561,이벤트,117
201905040884566,수유용품,48
201905040884572,수유용품,0
201905040884578,티슈,6
201905040884585,수유용품,0
201905040884587,수유용품,26
201905040884588,3단계,73
201905040884597,이벤트,17
201905040884602,아이_생활용품,74
201905040884609,아이_생활용품,3
201905040884623,주방용품,174
201905040884634,5단계,75
201905040884647,이벤트,72
201905040884655,이벤트,53
201905040884662,티슈,168
201905040884664,화장품,0
201905040884670,5단계,244
201905040884681,이벤트,71
201905040884698,어른_생활용품,57
201905040884701,주방용품,73
201905040884705,이벤트,232
201905040884715,2단계,196
201905040884746,수유용품,15
201905040884751,수유용품,103
201905040884758,어른_생활용품,25
201905040884774,4단계,8
201905040884781,3단계,30
201905040884786,5단계,70
201905040884823,2단계,0
201905040884839,티슈,410
201905040884851,어른_생활용품,0
201905040884854,수유용품,20
201905040884874,수유용품,12
201905040884877,주방용품,0
201905040884883,청결용품,39
201905040884886,어른_생활용품,0
201905040884891,수유용품,4
201905040884906,이벤트,35
201905040884920,2단계,22
201905040884941,2단계,70
201905040884947,이벤트,0
201905040884950,이벤트,175
201905040884952,주방용품,143
201905040884957,수유용품,38
201905040884962,2단계,107
201905040884966,이벤트,0
201905040884983,3단계,25
201905040884997,이벤트,9
201905040885019,이벤트,58
201905040885025,수유용품,0
201905040885041,2단계,81
201905040885043,이벤트,31
201905040885046,2단계,55
201905040885066,수유용품,1
201905040885073,주방용품,0
201905040885094,3단계,78
201905040885105,2단계,51
201905040885108,3단계,247
201905040885113,이벤트,32
201905040885115,수유용품,29
201905040885137,주방용품,173
201905040885141,청결용품,105
201905040885143,주방용품,9
201905040885153,수유용품,126
201905040885157,생리대,19
201905040885161,수유용품,10
201905040885181,어른_생활용품,19
201905040885182,어른_생활용품,0
201905040885199,수유용품,75
201905050885200,수유용품,23
201905050885220,수유용품,0
201905050885235,2단계,257
201905050885238,4단계,132
201905050885246,이벤트,85
201905050885247,청결용품,28
201905050885256,주방용품,85
201905050885266,주방용품,26
201905050885267,3단계,160
201905050885271,이벤트,198
201905050885297,이벤트,3
201905050885306,2단계,204
201905050885326,5단계,71
201905050885335,아이_생활용품,72
201905050885339,수유용품,82
201905050885392,1단계,72
201905050885393,주방용품,263
201905050885425,4단계,109
201905050885431,이벤트,0
201905050885436,아이_생활용품,117
201905050885438,2단계,55
201905050885444,1단계,192
201905050885457,2단계,157
201905050885463,화장품,0
201905050885465,이벤트,83
201905050885500,이벤트,125
201905050885505,수유용품,0
201905050885515,주방용품,18
201905050885522,이벤트,25
201905050885534,2단계,31
201905050885541,주방용품,27
201905050885559,청결용품,152
201905050885560,2단계,202
201905050885564,주방용품,230
201905050885567,2단계,25
201905050885571,2단계,69
201905050885572,5단계,93
201905050885577,3단계,0
201905050885578,2단계,170
201905050885585,이벤트,0
201905050885589,이벤트,14
201905050885605,3단계,14
201905050885611,수유용품,2
201905050885612,티슈,0
201905050885614,이벤트,85
201905050885618,수유용품,0
201905050885621,2단계,80
201905050885625,이벤트,31
201905050885630,수유용품,35
201905050885634,2단계,84
201905050885637,2단계,54
201905050885648,수유용품,0
201905050885650,2단계,86
201905050885653,2단계,41
201905050885655,생리대,7
201905050885659,3단계,33
201905050885672,이벤트,233
201905050885674,수유용품,270
201905050885683,수유용품,113
201905050885692,이벤트,51
201905050885712,청결용품,0
201905050885728,티슈,175
201905050885755,수유용품,12
201905050885761,이벤트,144
201905050885768,2단계,0
201905050885769,수유용품,0
201905050885775,수유용품,64
201905050885779,3단계,6
201905050885795,3단계,32
201905060885810,5단계,242
201905060885811,생리대,0
201905060885826,이벤트,140
201905060885831,3단계,22
201905060885869,2단계,18
201905060885870,이벤트,0
201905060885873,이벤트,261
201905060885875,이벤트,0
201905060885887,수유용품,0
201905060885891,4단계,110
201905060885905,3단계,34
201905060885916,이벤트,31
201905060885918,5단계,378
201905060885935,아이_생활용품,12
201905060885938,생리대,24
201905060885951,수유용품,170
201905060885968,수유용품,78
201905060885971,이벤트,50
201905060885972,1단계,0
201905060885978,이벤트,0
201905060885979,수유용품,0
201905060885985,1단계,0
201905060885986,마스크,0
201905060885991,주방용품,15
201905060885992,수유용품,67
201905060886008,3단계,9
201905060886019,수유용품,54
201905060886020,수유용품,0
201905060886031,이벤트,23
201905060886046,티슈,0
201905060886050,2단계,28
201905060886054,수유용품,210
201905060886056,수유용품,117
201905060886061,1단계,19
201905060886066,3단계,28
201905060886071,수유용품,263
201905060886086,2단계,49
201905060886091,3단계,72
201905060886092,이벤트,0
201905060886093,수유용품,0
201905060886099,수유용품,0
201905060886104,5단계,1
201905060886110,이벤트,102
201905060886113,수유용품,27
201905060886114,수유용품,0
201905060886123,3단계,90
201905060886126,음식,57
201905060886127,어른_생활용품,0
201905060886131,수유용품,0
201905060886136,수유용품,0
201905060886137,2단계,31
201905060886138,3단계,174
201905060886147,2단계,15
201905060886152,1단계,7
201905060886162,1단계,21
201905060886180,수유용품,414
201905060886185,이벤트,19
201905060886186,아이_생활용품,0
201905060886187,수유용품,0
201905060886195,2단계,94
201905060886211,2단계,49
201905060886224,수유용품,43
201905060886225,3단계,44
201905060886228,2단계,35
201905060886229,아이_생활용품,0
201905060886244,3단계,228
201905060886247,4단계,0
201905060886252,수유용품,0
201905060886254,수유용품,0
201905060886256,수유용품,0
201905060886260,생리대,165
201905060886261,이벤트,0
201905060886262,생리대,0
201905060886277,3단계,34
201905060886311,3단계,25
201905070886314,이벤트,1
201905070886324,이벤트,47
201905070886329,4단계,1
201905070886347,수유용품,8
201905070886349,수유용품,29
201905070886357,이벤트,11
201905070886364,주방용품,0
201905070886369,1단계,22
201905070886373,4단계,137
201905070886377,이벤트,26
201905070886395,수유용품,229
201905070886399,3단계,32
201905070886400,3단계,52
201905070886401,3단계,63
201905070886414,3단계,36
201905070886420,티슈,21
201905070886453,수유용품,8
201905070886455,주방용품,0
201905070886466,이벤트,3
201905070886477,수유용품,275
201905070886484,2단계,38
